,input,answer,predict,judge
168,C1[C@@H]2[C@H](CNC([C@H]3COc4ccccc4O3)=O)OC[C@@H]2CCN1C(=O)[C@@H]1[C@H](c2ccc(OC)cc2)C1,COc1ccc([C@@H]2C[C@@H]2C(=O)N2CC[C@H]3CO[C@@H](CNC(=O)[C@H]4COc5ccccc5O4)[C@H]3C2)cc1,COc1ccc([C@@H]2C[C@@H]2C(=O)N2CC[C@H]3CO[C@@H](CNC(=O)[C@H]4COc5ccccc5O4)[C@H]3C2)cc1,True
169,c1(C#N)ccc(N(C(CC[C@@H]2C[C@H](C(=O)O)CO2)=O)C)cn1,CN(C(=O)CC[C@@H]1C[C@H](C(=O)O)CO1)c1ccc(C#N)nc1,CN(C(=O)CC[C@@H]1C[C@H](C(=O)O)CO1)c1ccc(C#N)nc1,True
170,CCN(CC)C(=O)[C@H](Cc1ccccc1)NC(c1cc(Cl)c(Cl)[nH]1)=O,CCN(CC)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(Cl)c(Cl)[nH]1,CCN(CC)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(Cl)c(Cl)[nH]1,True
171,N1(C(=O)NCCCCCC(=O)O)CCC(N2CCCC2)(C)CC1,CC1(N2CCCC2)CCN(C(=O)NCCCCCC(=O)O)CC1,CC1(N2CCCC2)CCN(C(=O)NCCCCCC(=O)O)CC1,True
172,[C@H]1(NC(c2n[nH]c3c2CN(C(OC(C)(C)C)=O)C3)=O)C[C@@H]2N(C(=O)[C@@H](OCC#C)C)[C@@H](CC2)C1,C#CCO[C@@H](C)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1n[nH]c3c1CN(C(=O)OC(C)(C)C)C3)C2,C#CCO[C@@H](C)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1n[nH]c3c1CN(C(=O)OC(C)(C)C)C3)C2,True
173,N(C1=CCOCC1)c1cc(-c2ccncc2)ccc1,C1=C(Nc2cccc(-c3ccncc3)c2)CCOC1,C1=C(Nc2cccc(-c3ccncc3)c2)CCOC1,True
174,C1CCCC(O)(C#CC(=O)NC[C@]23CN(C(Cc4n[nH]cc4)=O)CC[C@H]2OCCC3)C1,O=C(C#CC1(O)CCCCC1)NC[C@@]12CCCO[C@@H]1CCN(C(=O)Cc1cc[nH]n1)C2,O=C(C#CC1(O)CCCCC1)NC[C@@]12CCCO[C@@H]1CCN(C(=O)Cc1cc[nH]n1)C2,True
175,c1ncccc1[C@@H]1[C@H](CNC(=O)c2c[nH]c(=O)cn2)CCN1C(c1cc(O)cc([N+]([O-])=O)c1)=O,O=C(NC[C@@H]1CCN(C(=O)c2cc(O)cc([N+](=O)[O-])c2)[C@@H]1c1cccnc1)c1c[nH]c(=O)cn1,O=C(NC[C@@H]1CCN(C(=O)c2cc(O)cc([N+](=O)[O-])c2)[C@@H]1c1cccnc1)c1c[nH]c(=O)cn1,True
176,c1c(C2(NC(=O)NCCCCCS(C)(=O)=O)CCCC2)cc(C)cc1,Cc1cccc(C2(NC(=O)NCCCCCS(C)(=O)=O)CCCC2)c1,Cc1cccc(C2(NC(=O)NCCCCCS(C)(=O)=O)CCCC2)c1,True
177,C([C@H](c1ccc(Cl)cc1)C(NC[C@@H]1OC[C@H]2[C@@H]1CN(C(=O)CN1C(=O)NC(=O)C1)CC2)=O)(C)C,CC(C)[C@@H](C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)CN3CC(=O)NC3=O)C[C@@H]21)c1ccc(Cl)cc1,CC(C)[C@@H](C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)CN3CC(=O)NC3=O)C[C@@H]21)c1ccc(Cl)cc1,True
178,s1c(CNC(=S)NCC(C)(C)OC)ccc1,COC(C)(C)CNC(=S)NCc1cccs1,COC(C)(C)CNC(=S)NCc1cccs1,True
179,n1c(OC)cc(OC)nc1C(=O)NCC1(C2CC2)CCC1,COc1cc(OC)nc(C(=O)NCC2(C3CC3)CCC2)n1,COc1cc(OC)nc(C(=O)NCC2(C3CC3)CCC2)n1,True
180,C(C(=O)N[C@@H]1CN(C(=O)[C@@H]2[C@H](C(N)=O)C2)C[C@H]1C(F)(F)F)=C1CCC1,NC(=O)[C@@H]1C[C@@H]1C(=O)N1C[C@@H](NC(=O)C=C2CCC2)[C@H](C(F)(F)F)C1,NC(=O)[C@@H]1C[C@@H]1C(=O)N1C[C@@H](NC(=O)C=C2CCC2)[C@H](C(F)(F)F)C1,True
181,C1(=O)N(Nc2cccc(C(N3[C@H](C)CC[C@@H]3C)=O)c2)C(=O)[C@H]2CC=CC[C@@H]12,C[C@H]1CC[C@@H](C)N1C(=O)c1cccc(NN2C(=O)[C@H]3CC=CC[C@H]3C2=O)c1,C[C@H]1CC[C@@H](C)N1C(=O)c1cccc(NN2C(=O)[C@H]3CC=CC[C@H]3C2=O)c1,True
182,N(c1c(C)n(C)nc1C)C([C@H](OC(=O)Cc1sc(Cl)cc1)C)=O,Cc1nn(C)c(C)c1NC(=O)[C@@H](C)OC(=O)Cc1ccc(Cl)s1,Cc1nn(C)c(C)c1NC(=O)[C@@H](C)OC(=O)Cc1ccc(Cl)s1,True
183,CC(Cn1nc(C(F)F)c(C(N2CCC[C@](C)(C(=O)OC)C2)=O)c1)C,COC(=O)[C@@]1(C)CCCN(C(=O)c2cn(CC(C)C)nc2C(F)F)C1,COC(=O)[C@@]1(C)CCCN(C(=O)c2cn(CC(C)C)nc2C(F)F)C1,True
184,Cn1nccc1C(=O)NC[C@@H]1OC[C@H]2[C@@H]1CN(C(=O)CN1CCN(C(=O)OC(C)(C)C)CC1)CC2,Cn1nccc1C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)CN3CCN(C(=O)OC(C)(C)C)CC3)C[C@@H]21,Cn1nccc1C(=O)NC[C@@H]1OC[C@@H]2CCN(C(=O)CN3CCN(C(=O)OC(C)(C)C)CC3)C[C@@H]21,True
185,C1C(C)(C)C(=O)Nc2cc(NC(=O)NCC3(COC)CCC3)ccc2O1,COCC1(CNC(=O)Nc2ccc3c(c2)NC(=O)C(C)(C)CO3)CCC1,COCC1(CNC(=O)Nc2ccc3c(c2)NC(=O)C(C)(C)CO3)CCC1,True
186,n1cccc([C@@H]2[C@H](CNC(=O)CNC(=O)c3occc3)CCN2C(=O)CCc2cccc(OC)n2)c1,COc1cccc(CCC(=O)N2CC[C@@H](CNC(=O)CNC(=O)c3ccco3)[C@H]2c2cccnc2)n1,COc1cccc(CCC(=O)N2CC[C@@H](CNC(=O)CNC(=O)c3ccco3)[C@H]2c2cccnc2)n1,True
187,c12c(C)c(-c3n[nH]nn3)c(SCCOCC3CC3)nc1CCC2,Cc1c2c(nc(SCCOCC3CC3)c1-c1nn[nH]n1)CCC2,Cc1c(SCCOCC2CC2)nc2c(-c3nn[nH]n3)c(C3CC3)c12,False
188,C1Cc2c(cccc2)N1S(=O)(=O)c1ccc(OCC(=O)Nc2cccc(-c3nc(C)cc(=O)[nH]3)c2)c(Cl)c1,Cc1cc(=O)[nH]c(-c2cccc(NC(=O)COc3ccc(S(=O)(=O)N4CCc5ccccc54)cc3Cl)c2)n1,Cc1cc(=O)[nH]c(-c2ccc(NC(=O)COc3ccccc3S(=O)(=O)N3CCc4ccccc43)cc2Cl)n1,False
189,C(CN(CC)C(=O)C=C1CCC1)(C)=C,C=C(C)CN(CC)C(=O)C=C1CCC1,C=C(C)CN(CC)C(=O)C=C1CCC1,True
190,[C@@H]12CC[C@@H](N1C(c1ccc3cncn3c1)=O)C[C@H](NC(=O)CNC(=O)c1occc1)C2,O=C(CNC(=O)c1ccco1)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1ccc2cncn2c1,O=C(CNC(=O)c1ccco1)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1ccc2cncn2c1,True
191,C(NC(C[C@@H]1CCCCO1)=O)[C@H]1[C@H]2CN(C([C@@](OC)(C)c3c4c(ccc3)cccc4)=O)CC[C@H]2CO1,CO[C@@](C)(C(=O)N1CC[C@H]2CO[C@@H](CNC(=O)C[C@@H]3CCCCO3)[C@H]2C1)c1cccc2ccccc12,CO[C@](C)(C(=O)N1CC[C@H]2CO[C@@H](CNC(=O)C[C@@H]3CCCCO3)[C@H]2C1)c1cccc2ccccc12,False
192,C(=O)(N1C[C@@H]2C3CCC([C@@H]2C1)CC3)C1CCN(C(N2CCCC2)=O)CC1,O=C(C1CCN(C(=O)N2CCCC2)CC1)N1C[C@H]2C3CCC(CC3)[C@H]2C1,O=C(C1CCN(C(=O)C2C[C@H]3CCC[C@H]23)CC1)N1CCN2CCCC2C1,False
193,c1ccccc1[C@@H](CCn1c(N(CCN2C[C@H](C)O[C@H](C)C2)C)nnc1[C@@H]1CCO[C@H]1C(C)(C)C)C,C[C@H]1CN(CCN(C)c2nnc([C@@H]3CCO[C@H]3C(C)(C)C)n2CC[C@@H](C)c2ccccc2)C[C@@H](C)O1,C[C@H]1CN(CCn2c([C@@H]3CCO[C@H]3C(C)(C)C)nnc2N(C)C[C@@H](C)c2ccccc2)C[C@@H](C)O1,False
194,FC(F)(c1ccc(C#CCNC(N[C@H]2CN(CCN3CCOCC3)CC2)=O)cc1)F,O=C(NCC#Cc1ccc(C(F)(F)F)cc1)N[C@@H]1CCN(CCN2CCOCC2)C1,O=C(NCC#Cc1ccc(C(F)(F)F)cc1)N[C@@H]1CCN(CCN2CCOCC2)C1,True
195,O(c1ccc([C@H](C)C(=O)N[C@H]2[C@@H]3COC[C@H]2CN(C(c2cc4c(cc2)nccc4)=O)C3)cc1)C,COc1ccc([C@H](C)C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)c2ccc4ncccc4c2)C3)cc1,COc1ccc([C@H](C)C(=O)N[C@@H]2[C@H]3COC[C@@H]2CN(C(=O)c2ccc4ncccc4c2)C3)cc1,True
196,c1(CCC(=O)N[C@H]2CC[C@](O)(C(F)(F)F)C2)c(C)nc2ncnn2c1C,Cc1nc2ncnn2c(C)c1CCC(=O)N[C@H]1CC[C@](O)(C(F)(F)F)C1,Cc1nc2ncnn2c(C)c1CCC(=O)N[C@H]1CC[C@](O)(C(F)(F)F)C1,True
197,N#CC1(c2ccc(-c3cc(COC)ccc3)cc2)CC1,COCc1cccc(-c2ccc(C3(C#N)CC3)cc2)c1,COCc1cccc(-c2ccc(C3(C#N)CC3)cc2)c1,True
198,C1(F)(C(=O)NCCC2CCC(F)(F)CC2)CCCC1,O=C(NCCC1CCC(F)(F)CC1)C1(F)CCCC1,O=C(NCCC1CCC(F)(F)CC1)C1(F)CCCC1,True
199,c1(-c2occc2)oc(NC(CSc2ccc(C(C)=O)cc2OC)=O)nn1,COc1cc(C(C)=O)ccc1SCC(=O)Nc1nnc(-c2ccco2)o1,COc1cc(C(C)=O)ccc1SCC(=O)Nc1nnc(-c2ccco2)o1,True
200,C1OCCC(C[C@@H](CO)CNc2c(F)cc(S(N)(=O)=O)cc2Br)C1,NS(=O)(=O)c1cc(F)c(NC[C@H](CO)CC2CCOCC2)c(Br)c1,NS(=O)(=O)c1cc(F)c(NC[C@H](CO)CC2CCOCC2)c(Br)c1,True
201,c1cc(-n2cncn2)ncc1Cn1c([C@H](NS(=O)(=O)C)C)nnc1N1CCC[C@H](CC)C1,CC[C@H]1CCCN(c2nnc([C@@H](C)NS(C)(=O)=O)n2Cc2ccc(-n3cncn3)nc2)C1,CC[C@H]1CCCN(c2nnc([C@@H](C)NS(C)(=O)=O)n2Cc2ccc(-n3cncn3)nc2)C1,True
202,[C@@H]1(c2ccccn2)[C@@H](C(=O)OC(C)(C)C)[C@@](C)(O)CC(=O)[C@H]1C(OC(C)(C)C)=O,CC(C)(C)OC(=O)[C@@H]1C(=O)C[C@](C)(O)[C@H](C(=O)OC(C)(C)C)[C@H]1c1ccccn1,CC(C)(C)OC(=O)[C@@H]1C(=O)C[C@](C)(O)[C@H](C(=O)OC(C)(C)C)[C@H]1c1ccccn1,True
203,N(C[C@H]1CN(Cc2ccccc2)C[C@H]1C)C(=O)N[C@H]1CN(Cc2ccccc2)C[C@H]1C,C[C@@H]1CN(Cc2ccccc2)C[C@@H]1CNC(=O)N[C@H]1CN(Cc2ccccc2)C[C@H]1C,C[C@@H]1CN(Cc2ccccc2)C[C@@H]1NC(=O)NC[C@H]1CN(Cc2ccccc2)C[C@H]1C,False
204,c1ccc([C@@H]2C[C@H]2C(=O)N([C@H](C)CNC(c2cccnc2)=O)C)c(F)c1,C[C@H](CNC(=O)c1cccnc1)N(C)C(=O)[C@@H]1C[C@H]1c1ccccc1F,C[C@@H](CNC(=O)c1cccnc1F)N(C)C(=O)[C@@H]1C[C@H]1c1ccccc1,False
205,c1ccccc1Oc1ccccc1NC(=O)CN1C[C@H](C)[C@H](C)C1,C[C@@H]1CN(CC(=O)Nc2ccccc2Oc2ccccc2)C[C@@H]1C,C[C@@H]1CN(CC(=O)Nc2ccccc2Oc2ccccc2)C[C@@H]1C,True
206,O1CCOc2ccc(NC(=S)N(CC)[C@@H](CS(=O)(=O)CC)C)cc21,CCN(C(=S)Nc1ccc2c(c1)OCCO2)[C@H](C)CS(=O)(=O)CC,CCN(C(=S)Nc1ccc2c(c1)OCCO2)[C@H](C)CS(=O)(=O)CC,True
207,c1cc(Cn2c(N(C)CCn3nccc3)nnc2[C@@H]2CCC(=O)N2)ccc1COCC(F)(F)F,CN(CCn1cccn1)c1nnc([C@@H]2CCC(=O)N2)n1Cc1ccc(COCC(F)(F)F)cc1,CN(CCn1cccn1)c1nnc([C@@H]2CCC(=O)N2)n1Cc1ccc(COCC(F)(F)F)cc1,True
208,N(c1cc([C@H]2N(C([C@H](C)N3C[C@@H]4C[C@H]4C3)=O)CCCC2)[nH]n1)C([C@H]1CC=CC[C@H]1C(OC)=O)=O,COC(=O)[C@@H]1CC=CC[C@@H]1C(=O)Nc1cc([C@@H]2CCCCN2C(=O)[C@H](C)N2C[C@@H]3C[C@H]3C2)[nH]n1,O=C(Nc1cc([C@@H]2CCCCN2C(=O)[C@H](C)N2CCOCC2)[nH]n1)[C@H]1C[C@H]2C=C[C@H]1C2,False
209,n1cc([C@H]2N(C(c3cccc4c3CCCC4)=O)CC[C@H]2CNC([C@@H]2[C@H](c3ccccc3)C2)=O)ccc1,O=C(NC[C@@H]1CCN(C(=O)c2cccc3c2CCCC3)[C@@H]1c1cccnc1)[C@H]1C[C@H]1c1ccccc1,O=C(NC[C@@H]1CCN(C(=O)c2cccc3c2CCCC3)[C@@H]1c1cccnc1)[C@H]1C[C@H]1c1ccccc1,True
210,C[C@H](Cc1cc(F)c(OC)cc1)CN[C@H](c1ccc(OC)cc1)C(O)=O,COc1ccc([C@@H](NC[C@H](C)Cc2ccc(OC)c(F)c2)C(=O)O)cc1,COc1ccc([C@@H](NC[C@H](C)Cc2ccc(OC)c(F)c2)C(=O)O)cc1,True
211,C(=O)(N)C1CCN(Cc2ccc(CNC(=O)N3CC(C4CC4)(F)C3)cc2)CC1,NC(=O)C1CCN(Cc2ccc(CNC(=O)N3CC(F)(C4CC4)C3)cc2)CC1,NC(=O)C1CCN(Cc2ccc(CNC(=O)N3CC(F)(C4CC4)C3)cc2)CC1,True
212,c1cc(OCc2ccccc2CNC(COC(=O)c2nc(-c3ncccc3)sc2)=O)ccc1,O=C(COC(=O)c1csc(-c2ccccn2)n1)NCc1ccccc1COc1ccccc1,O=C(COC(=O)c1csc(-c2ccccn2)n1)NCc1ccccc1OCc1ccccc1,False
213,C[C@H]1CC(=O)N[C@@H](C(N2C[C@@H](C)[C@H](NC(=O)c3cc(C(F)F)ccc3)C2)=O)C1,C[C@H]1CC(=O)N[C@@H](C(=O)N2C[C@@H](NC(=O)c3cccc(C(F)F)c3)[C@H](C)C2)C1,C[C@H]1CC(=O)N[C@@H](C(=O)N2C[C@@H](NC(=O)c3cccc(C(F)F)c3)[C@H](C)C2)C1,True
214,C(Cn1c2c(cccc2)nc1)CNC(=O)c1[nH]c2c(c1Cl)cccc2,O=C(NCCCn1cnc2ccccc21)c1[nH]c2ccccc2c1Cl,O=C(NCCCn1cnc2ccccc21)c1[nH]c2ccccc2c1Cl,True
215,c1(CN(C(=O)NCC[C@H](C)N(C)C(OC(C)(C)C)=O)CC(C)C)cc(OC)ccc1,COc1cccc(CN(CC(C)C)C(=O)NCC[C@H](C)N(C)C(=O)OC(C)(C)C)c1,COc1cccc(CN(CC(C)C)C(=O)NCC[C@H](C)N(C)C(=O)OC(C)(C)C)c1,True
216,C(C)N(S(=O)(=O)c1ccc(OCC)c(NC(c2cc(F)c(F)cc2)=O)c1)CC,CCOc1ccc(S(=O)(=O)N(CC)CC)cc1NC(=O)c1ccc(F)c(F)c1,CCOc1ccc(S(=O)(=O)N(CC)CC)cc1NC(=O)c1ccc(F)c(F)c1,True
217,N1(C(=O)c2cc(C(F)(F)F)cc(Cl)c2)CCC(Oc2ncccc2)CC1,O=C(c1cc(Cl)cc(C(F)(F)F)c1)N1CCC(Oc2ccccn2)CC1,O=C(c1cc(Cl)cc(C(F)(F)F)c1)N1CCC(Oc2ccccn2)CC1,True
218,C1[C@H]2C[C@@H](NC([C@H](C)c3ccc(OC)cc3)=O)C[C@@H](C1)N2C(c1c(C)n2nc(C)cc2nn1)=O,COc1ccc([C@@H](C)C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)c2nnc3cc(C)nn3c2C)cc1,COc1ccc([C@@H](C)C(=O)N[C@@H]2C[C@@H]3CC[C@H](C2)N3C(=O)c2nnc3cc(C)nn3c2C)cc1,True
219,c1(CNC(Nc2c(Cl)cc(F)c(C)c2)=O)c(OC)cccc1OC,COc1cccc(OC)c1CNC(=O)Nc1cc(C)c(F)cc1Cl,COc1cccc(OC)c1CNC(=O)Nc1cc(C)c(F)cc1Cl,True
220,O1CCC([C@H]2CN([C@H](C)c3n[nH]c(C)n3)CCCC2)CC1,Cc1nc([C@@H](C)N2CCCC[C@@H](C3CCOCC3)C2)n[nH]1,Cc1nc([C@@H](C)N2CCCC[C@@H](C3CCOCC3)C2)n[nH]1,True
221,N1(C2CCCCC2)C(=O)c2c(ccc(C(=O)N[C@](C3CCCCC3)(C#N)C)c2)C1=O,C[C@@](C#N)(NC(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O)C1CCCCC1,C[C@](C#N)(NC(=O)c1ccc2c(c1)C(=O)N(C1CCCCC1)C2=O)C1CCCCC1,False
222,c12[nH]ccc(=O)n1ncc2C(=O)N[C@H]1[C@H](C)CN(C([C@@H]2O[C@H](C)CC2)=O)C1,C[C@@H]1CC[C@H](C(=O)N2C[C@@H](NC(=O)c3cnn4c(=O)cc[nH]c34)[C@H](C)C2)O1,C[C@@H]1CC[C@H](C(=O)N2C[C@@H](NC(=O)c3cnn4c(=O)cc[nH]c34)[C@H](C)C2)O1,True
223,c1c(C(=O)Nc2nc3c(s2)C[C@@H](NC(Cc2c(F)ccc([N+](=O)[O-])c2)=O)CC3)c(C)cc(OC)c1,COc1ccc(C(=O)Nc2nc3c(s2)C[C@@H](NC(=O)Cc2cc([N+](=O)[O-])ccc2F)CC3)c(C)c1,COc1ccc(C(=O)Nc2nc3c(s2)C[C@@H](NC(=O)Cc2cc([N+](=O)[O-])ccc2F)CC3)c(C)c1,True
224,[C@H](NC(Nc1ccc(-c2nnnn2C)cc1)=O)(C)c1n[nH]cn1,C[C@H](NC(=O)Nc1ccc(-c2nnnn2C)cc1)c1nc[nH]n1,C[C@H](NC(=O)Nc1ccc(-c2nnnn2C)cc1)c1nc[nH]n1,True
225,C1CC1C#CC(=O)N1C[C@H]2[C@@H](NC(=O)Cc3cc(F)cc(F)c3)[C@H](COC2)C1,O=C(Cc1cc(F)cc(F)c1)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)C#CC1CC1)C2,O=C(Cc1cc(F)cc(F)c1)N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)C#CC1CC1)C2,True
226,O=[S@](C)CCCNCc1sccc1Br,C[S@@](=O)CCCNCc1sccc1Br,C[S@@](=O)CCCNCc1sccc1Br,True
227,C1COCCC12CCN(CCC[C@@H](O)C)[C@H]2C,C[C@H](O)CCCN1CCC2(CCOCC2)[C@@H]1C,C[C@H](O)CCCN1CCC2(CCOCC2)[C@@H]1C,True
228,N(C(C(=O)OC)(C)C)C([C@H]1[C@H](C)[C@@H](C)O[C@H]1C)=O,COC(=O)C(C)(C)NC(=O)[C@@H]1[C@H](C)O[C@H](C)[C@H]1C,COC(=O)C(C)(C)NC(=O)[C@@H]1[C@H](C)O[C@@H](C)[C@H]1C,False
229,C(N(CC(=O)N1CCO[C@]2(CN(C(CCC=C(C)C)=O)CC2)C1)C1CC1)(OC(C)(C)C)=O,CC(C)=CCCC(=O)N1CC[C@@]2(C1)CN(C(=O)CN(C(=O)OC(C)(C)C)C1CC1)CCO2,CC(C)=CCCC(=O)N1CC[C@@]2(C1)CN(C(=O)CN(C(=O)OC(C)(C)C)C1CC1)CCO2,True
230,[C@@H]1(NC(c2cncc(F)c2)=O)[C@@H]2CN(C(=O)[C@@H]3CCCN3C(c3ccc(F)cc3)=O)C[C@H]1COC2,O=C(N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)[C@@H]1CCCN1C(=O)c1ccc(F)cc1)C2)c1cncc(F)c1,O=C(N[C@@H]1[C@H]2COC[C@@H]1CN(C(=O)[C@@H]1CCCN1C(=O)c1ccc(F)cc1)C2)c1cncc(F)c1,True
231,C1(n2nnnc2CN([C@H](C)CNC([C@@H]2C[C@H]2C2CCC2)=O)CC)CC1,CCN(Cc1nnnn1C1CC1)[C@H](C)CNC(=O)[C@@H]1C[C@H]1C1CCC1,CCN(Cc1nnnn1C1CC1)[C@H](C)CNC(=O)[C@@H]1C[C@H]1C1CCC1,True
232,N(C[C@@H](CC)Nc1cc(Cl)c(O)nn1)C([C@@H](C)CC(C)C)=O,CC[C@H](CNC(=O)[C@@H](C)CC(C)C)Nc1cc(Cl)c(O)nn1,CC[C@H](CNC(=O)[C@@H](C)CC(C)C)Nc1cc(Cl)c(O)nn1,True
233,C1C[C@H]2[C@H]3[C@H]([C@@H]3C(N3C[C@H](N[C@H]4C(=O)N(CC)CC4)CCC3)=O)[C@@H]1C2,CCN1CC[C@@H](N[C@@H]2CCCN(C(=O)[C@@H]3[C@H]4[C@@H]5CC[C@@H](C5)[C@H]43)C2)C1=O,CCN1CC[C@@H](N[C@@H]2CCCN(C(=O)[C@@H]3[C@H]4[C@@H]5CC[C@@H](C5)[C@H]43)C2)C1=O,True
234,N(C(=O)N1C[C@@H]2[C@H](C1)C2(C)C)CCCc1ccc(OC)c(OCC)c1,CCOc1cc(CCCNC(=O)N2C[C@H]3[C@@H](C2)C3(C)C)ccc1OC,CCOc1cc(CCCNC(=O)N2C[C@H]3[C@@H](C2)C3(C)C)ccc1OC,True
235,Cc1cc(NC(=O)CCCC2CC2)sn1,Cc1cc(NC(=O)CCCC2CC2)sn1,Cc1cc(NC(=O)CCCC2CC2)sn1,True
236,n12cccc1CN(CC(NCC1CC1)=O)CC2,O=C(CN1CCn2cccc2C1)NCC1CC1,O=C(CN1CCn2cccc2C1)NCC1CC1,True
237,c1ccc(NC(=O)CNCC(C)C)c(NS(=O)(c2ccc(F)cc2)=O)c1,CC(C)CNCC(=O)Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1,CC(C)CNCC(=O)Nc1ccccc1NS(=O)(=O)c1ccc(F)cc1,True
238,C(N(C)[C@@H](Cc1ccccc1OC)C)(=O)c1cc([N+](=O)[O-])c(C)c(OC)c1,COc1ccccc1C[C@@H](C)N(C)C(=O)c1cc(OC)c(C)c([N+](=O)[O-])c1,COc1ccccc1C[C@@H](C)N(C)C(=O)c1cc(OC)c(C)c([N+](=O)[O-])c1,True
239,c1cc(N(CCn2c(C(NC(C)C)=O)nnc2N2CCN(c3nc(C(C)C)ccn3)CC2)C)ccc1,CC(C)NC(=O)c1nnc(N2CCN(c3nccc(C(C)C)n3)CC2)n1CCN(C)c1ccccc1,CC(C)NC(=O)c1nnc(N2CCN(c3nccc(C(C)C)n3)CC2)n1CCN(C)c1ccccc1,True
240,C(CCN1C(=O)c2c(cccc2)C1=O)C(=O)N[C@H]1C[C@H]2CC[C@@H](C1)N2C([C@H](CN(CC)CC)C)=O,CCN(CC)C[C@H](C)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)CCCN1C(=O)c3ccccc3C1=O)C2,CCN(CC)C[C@H](C)C(=O)N1[C@H]2CC[C@@H]1C[C@H](NC(=O)CCCN1C(=O)c3ccccc3C1=O)C2,True
241,C(C)(C)(C)OC(N1C[C@]2(CCC[C@@H]2C(N2CC3(CCCN3C(c3ccno3)=O)C2)=O)CC1)=O,CC(C)(C)OC(=O)N1CC[C@@]2(CCC[C@@H]2C(=O)N2CC3(CCCN3C(=O)c3ccno3)C2)C1,CC(C)(C)OC(=O)N1CC[C@@]2(CCC[C@@H]2C(=O)N2CC3(CCCN3C(=O)c3ccno3)C2)C1,True
242,N(C(=O)c1cc2ncccn2n1)(CC)[C@H](C)CNC(CC(C)C)=O,CCN(C(=O)c1cc2ncccn2n1)[C@H](C)CNC(=O)CC(C)C,CCN(C(=O)c1cc2ncccn2n1)[C@H](C)CNC(=O)CC(C)C,True
243,c1cccc(COC(=O)N2C[C@@H](C(N3[C@H]4[C@H](CC[C@@H]3C)O[C@H](C(OC)=O)C4)=O)CC2)c1,COC(=O)[C@@H]1C[C@@H]2[C@H](CC[C@H](C)N2C(=O)[C@H]2CCN(C(=O)OCc3ccccc3)C2)O1,COC(=O)[C@@H]1C[C@@H]2[C@H](CC[C@H]2C(=O)N2CCN(C(=O)OCc3ccccc3)CC2)[C@H](C)O1,False
244,CNS([C@H]1CCN(C(C(=O)N[C@@H](c2n(C3CC3)nnn2)C)=O)C1)(=O)=O,CNS(=O)(=O)[C@H]1CCN(C(=O)C(=O)N[C@H](C)c2nnnn2C2CC2)C1,CNS(=O)(=O)[C@H]1CCN(C(=O)C(=O)N[C@H](C)c2nnnn2C2CC2)C1,True
245,[nH]1nc(NC(CSc2c(Br)cccn2)=O)nn1,O=C(CSc1ncccc1Br)Nc1nn[nH]n1,O=C(CSc1ncccc1Br)Nc1nn[nH]n1,True
246,C(N1C[C@@H](N(Cc2cnon2)C)CC1)(CCCCC(NC)=O)=O,CNC(=O)CCCCC(=O)N1CC[C@H](N(C)Cc2cnon2)C1,CNC(=O)CCCCC(=O)N1CC[C@H](N(C)Cc2cnon2)C1,True
247,c1(CN2C[C@@H](C)O[C@@H](C)C2)scc(I)c1,C[C@H]1CN(Cc2cc(I)cs2)C[C@@H](C)O1,C[C@H]1CN(Cc2cc(I)cs2)C[C@@H](C)O1,True
248,c1c(COCCNc2sccn2)ccc(OC)c1,COc1ccc(COCCNc2nccs2)cc1,COc1ccc(COCCNc2nccs2)cc1,True
249,C1(=O)N(c2ccc([C@@H](C)NC(=O)NCC(C)([C@]3(O)COCCC3)C)cc2)CCCO1,C[C@@H](NC(=O)NCC(C)(C)[C@@]1(O)CCCOC1)c1ccc(N2CCCOC2=O)cc1,C[C@@H](NC(=O)NCC(C)(C)[C@@]1(O)CCCOC1)c1ccc(N2CCCOC2=O)cc1,True
250,c1(NC([C@]2(O)CSCC2)=O)sc(C(C)C)cn1,CC(C)c1cnc(NC(=O)[C@@]2(O)CCSC2)s1,CC(C)c1cnc(NC(=O)[C@@]2(O)CCSC2)s1,True
251,C1[C@H](c2nc(CCc3c(C)noc3C)on2)c2ccccc2CC1,Cc1noc(C)c1CCc1nc([C@H]2CCCc3ccccc32)no1,Cc1noc(C)c1CCc1nc([C@H]2CCCc3ccccc32)no1,True
