,input,answer,predict,judge
168,C1N(Cc2c(Oc3cnccc3)cccc2)CCC(OC[C@H]2CCOC2)C1,c1cncc(Oc2ccccc2CN2CCC(OC[C@H]3CCOC3)CC2)c1,c1ccc(OC2CCN(Cc3ccccc3OC[C@H]3CCOC3)CC2)cc1,False
169,OC(NCC1(C)OCCO1)=O,CC1(CNC(=O)O)OCCO1,CC1(CNC(=O)O)OCCO1,True
170,O=C([C@H]1[C@@H]2[C@H]3[C@@H]4[C@H]5C[C@H]([C@H]1[C@@H]5C3)[C@H]24)N1CCN(C[C@H]2OCCC2)CC1,O=C([C@@H]1[C@H]2[C@H]3C[C@@H]4[C@@H]5[C@H]3[C@H]1[C@@H]5C[C@H]42)N1CCN(C[C@@H]2CCCO2)CC1,O=C([C@@H]1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]21)N1CCN(C[C@@H]2CCCO2)[C@@H]2C[C@H]31)CC2,False
171,C(C)N(c1ncc(F)cn1)CCCNC(=O)CNC(=O)N,CCN(CCCNC(=O)CNC(N)=O)c1ncc(F)cn1,CCN(CCCNC(=O)CNC(N)=O)c1ncc(F)cn1,True
172,c1c2c(n[nH]1)C[C@H](C(=O)O[C@@H](C)C(=O)C(C(=O)OC)(C)C)CC2,COC(=O)C(C)(C)C(=O)[C@H](C)OC(=O)[C@@H]1CCc2c[nH]nc2C1,COC(=O)C(C)(C)C(=O)[C@H](C)OC(=O)[C@@H]1CCc2c[nH]nc2C1,True
173,O=C(N1CCCN(S(=O)(c2c(C)onc2C)=O)CC1)[C@@H]1[C@@H]2O[C@@H]([C@@H]1C(F)(F)F)CC2,Cc1noc(C)c1S(=O)(=O)N1CCCN(C(=O)[C@@H]2[C@H]3CC[C@@H](O3)[C@@H]2C(F)(F)F)CC1,Cc1noc(C)c1S(=O)(=O)N1CCCN(C(=O)[C@@H]2[C@H]3CC[C@@H](O3)[C@@H]2C(F)(F)F)CC1,True
174,CCCCc1ccc(C(=O)N(C)CC(=O)NCc2occc2)cc1,CCCCc1ccc(C(=O)N(C)CC(=O)NCc2ccco2)cc1,CCCCc1ccc(C(=O)N(C)CC(=O)NCc2ccco2)cc1,True
175,C(COC)[S@](C[C@H](CC)C)=O,CC[C@H](C)C[S@](=O)CCOC,CC[C@H](C)C[S@](=O)CCOC,True
176,c1c(OC)ccc(OCCC(=O)Nc2cnn(CC#N)c2)c1,COc1ccc(OCCC(=O)Nc2cnn(CC#N)c2)cc1,COc1ccc(OCCC(=O)Nc2cnn(CC#N)c2)cc1,True
177,N(C(CN1CC[C@@H](C)[C@H](C)C1)=O)[C@H](C(C)C)C,CC(C)[C@H](C)NC(=O)CN1CC[C@@H](C)[C@H](C)C1,CC(C)[C@H](C)NC(=O)CN1CC[C@@H](C)[C@H](C)C1,True
178,Cc1n(-c2ccccc2)nc(C)c1[C@@H](C(F)(F)F)NC(=O)[C@H]1[C@H](C)C[C@@H](C)O1,Cc1nn(-c2ccccc2)c(C)c1[C@H](NC(=O)[C@@H]1O[C@H](C)C[C@H]1C)C(F)(F)F,Cc1nn(-c2ccccc2)c(C)c1[C@H](NC(=O)[C@@H]1O[C@H](C)C[C@H]1C)C(F)(F)F,True
179,C(C(=O)NC[C@@H]1Cc2ccccc2N1C[C@@H](N)C)(F)(F)F,C[C@H](N)CN1c2ccccc2C[C@H]1CNC(=O)C(F)(F)F,C[C@H](N)CNC(=O)C[C@@H]1Cc2ccccc2N1CC(F)(F)F,False
180,Clc1cc(Br)cc(/C=c2/c(=O)n3c(s2)=NC(c2ccccc2)=C(C(OCC)=O)[C@H]3c2ccc(C(C)C)cc2)c1O,CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(Br)cc(Cl)c3O)c(=O)n2[C@@H]1c1ccc(C(C)C)cc1,CCOC(=O)C1=C(c2ccccc2)N=c2s/c(=C\c3cc(Cl)cc(Br)c3O)c(=O)n2[C@@H]1c1ccc(C(C)C)cc1,False
181,[C@H](CC(C)C)(C(=O)Nc1ccccc1-n1nnnc1CC)OC,CCc1nnnn1-c1ccccc1NC(=O)[C@H](CC(C)C)OC,CCc1nnnn1-c1ccccc1NC(=O)[C@@H](CC(C)C)OC,False
182,O=S1(=O)CCO[C@H](CNC(=O)N2CCN([C@H](CC)c3c(F)cc(F)cc3)CC2)C1,CC[C@H](c1ccc(F)cc1F)N1CCN(C(=O)NC[C@@H]2CS(=O)(=O)CCO2)CC1,CC[C@H](c1ccc(F)cc1F)N1CCN(C(=O)NC[C@@H]2CS(=O)(=O)CCO2)CC1,True
183,O=C(N1CCCC12CN(C(=O)[C@H]1C3(CN(C(=O)OC(C)(C)C)C3)CCOC1)C2)CN1CCCC1=O,CC(C)(C)OC(=O)N1CC2(CCOC[C@H]2C(=O)N2CC3(CCCN3C(=O)CN3CCCC3=O)C2)C1,CC(C)(C)OC(=O)N1CC2(C[C@H]2C(=O)N2CC3(CCCN3C(=O)CN3CCCC3=O)C2)C1,False
184,C1C[C@@H](CC(=O)N2CCN(c3ccc(-c4n[nH]nn4)nc3)CC2)CS1(=O)=O,O=C(C[C@@H]1CCS(=O)(=O)C1)N1CCN(c2ccc(-c3nn[nH]n3)nc2)CC1,O=C(C[C@@H]1CCS(=O)(=O)C1)N1CCN(c2ccc(-c3nn[nH]n3)nc2)CC1,True
185,C1CC[C@H](c2[nH]nc(NC(=O)c3n[nH]c(C4CC4)c3F)c2)N(C(c2c(C)cc(C)cc2C)=O)C1,Cc1cc(C)c(C(=O)N2CCCC[C@@H]2c2cc(NC(=O)c3n[nH]c(C4CC4)c3F)n[nH]2)c(C)c1,Cc1cc(C)c(C(=O)N2CCCC[C@@H]2c2cc(NC(=O)c3n[nH]c(C4CC4)c3F)n[nH]2)c(C)c1,True
186,C(#C[C@H](c1ccc(O)cc1)CC(N1CC[C@H]2CO[C@@H](CNC(=O)c3cc(C)c(F)cc3)[C@H]2C1)=O)C,CC#C[C@@H](CC(=O)N1CC[C@H]2CO[C@@H](CNC(=O)c3ccc(F)c(C)c3)[C@H]2C1)c1ccc(O)cc1,CC#CC[C@@H](NC(=O)c1ccc(O)cc1)C(=O)N1CC[C@H]2CO[C@@H](CNC(=O)c3ccc(O)cc3)C2)c1,False
187,C1COc2cc(C(Nc3sc(Cc4ccccc4)c(C)n3)=O)ccc2OC1,Cc1nc(NC(=O)c2ccc3c(c2)OCCCO3)sc1Cc1ccccc1,Cc1nc(NC(=O)c2ccc3c(c2)OCCCO3)sc1Cc1ccccc1,True
188,N1(C(=O)c2cc([N+]([O-])=O)cc(O)c2)C[C@]2(CC1)CN(C(c1ccc(C)cc1-n1nccn1)=O)CCO2,Cc1ccc(C(=O)N2CCO[C@@]3(CCN(C(=O)c4cc(O)cc([N+](=O)[O-])c4)C3)C2)c(-n2nccn2)c1,Cc1ccc(C(=O)N2CCO[C@@]3(CCN(C(=O)c4cc(O)cc([N+](=O)[O-])c4)C3)C2)c(-n2nccn2)c1,True
189,c1ccc2c(c1)c(=O)n([C@H](C(N[C@H](C(=O)N[C@@H]([C@H](O)C)C(O)=O)CC(C)C)=O)Cc1ccccc1)c(=O)[nH]2,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)n1c(=O)[nH]c2ccccc2c1=O)C(=O)N[C@H](C(=O)O)[C@@H](C)O,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](O)[C@@H](C)O)n1c(=O)[nH]c2ccccc21,False
190,CCN(CCCC)C(=O)NCCOCCF,CCCCN(CC)C(=O)NCCOCCF,CCCCN(CC)C(=O)NCCOCCF,True
191,[C@H]12N(C(=O)c3ccccc3O)[C@H](C[C@@H](NC(=O)c3c(C)cccc3Cl)C1)CC2,Cc1cccc(Cl)c1C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1ccccc1O,Cc1cccc(Cl)c1C(=O)N[C@@H]1C[C@@H]2CC[C@H](C1)N2C(=O)c1ccccc1O,True
192,[C@H]([C@@H]1SC(=N)NC1=O)(C(=O)N[C@H]1C[C@@H]2N(C(c3cc(C#N)cc(OC)c3)=O)[C@@H](CC2)C1)C,COc1cc(C#N)cc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)[C@@H](C)[C@@H]2SC(=N)NC2=O)C3)c1,COc1cc(C#N)cc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](NC(=O)[C@@H](C)[C@@H]2SC(=N)NC2=O)C3)c1,True
193,C1CCC1[C@@H](CNC(=O)Nc1sc2c(n1)CC[C@H](CCC)C2)O,CCC[C@H]1CCc2nc(NC(=O)NC[C@@H](O)C3CCC3)sc2C1,CCC[C@H]1CCc2nc(NC(=O)NC[C@@H](O)C3CCC3)sc2C1,True
194,C1O[C@H](c2ccccc2)CN(C(=O)c2scnc2Cl)CC1,O=C(c1scnc1Cl)N1CCCO[C@H](c2ccccc2)C1,O=C(c1scnc1Cl)N1CCCO[C@H](c2ccccc2)C1,True
195,C1CCCCN1C([C@H](C)N(CC)CCCO)=O,CCN(CCCO)[C@@H](C)C(=O)N1CCCCC1,CCN(CCCO)[C@@H](C)C(=O)N1CCCCC1,True
196,C1CC1CCCC(N1CCC(NC([C@H](CC)OC)=O)(C)CC1)=O,CC[C@H](OC)C(=O)NC1(C)CCN(C(=O)CCCC2CC2)CC1,CC[C@H](OC)C(=O)NC1(C)CCN(C(=O)CCCC2CC2)CC1,True
197,n1nc(C2CC2)n(C)c1SCc1c(C)n(CCS(C)(=O)=O)nc1C,Cc1nn(CCS(C)(=O)=O)c(C)c1CSc1nnc(C2CC2)n1C,Cc1nn(C)c(C)c1CSc1nnc(CS(C)(=O)=O)n1C)C1CC1,False
198,N(CC1(CC)CCCC1)C(C(Nc1ccc(N(C(C)C)C)c(F)c1)=O)=O,CCC1(CNC(=O)C(=O)Nc2ccc(N(C)C(C)C)c(F)c2)CCCC1,CCC1(CNC(=O)C(=O)Nc2ccc(N(C)C(C)C)c(F)c2)CCCC1,True
199,c1ccc(CCCO)cc1NCCCN,NCCCNc1cccc(CCCO)c1,NCCCNc1cccc(CCCO)c1,True
200,O(C(/C=C/c1cn(C)cn1)=O)C[C@@H](O)C(C)C,CC(C)[C@H](O)COC(=O)/C=C/c1cn(C)cn1,CC(C)[C@H](O)COC(=O)/C=C/c1cn(C)cn1,True
201,[C@H](C(C)C)(NC(=O)CN(CC)[C@@H](CNC(/C(C)=C\CC)=O)C)C,CC/C=C(/C)C(=O)NC[C@@H](C)N(CC)CC(=O)N[C@@H](C)C(C)C,CC/C=C(/C)C(=O)NC[C@@H](C)N(CC)CC(=O)N[C@@H](C)C(C)C,True
202,Cc1nn(CC(NCCNc2snc(CC(C)C)n2)=O)cc1,Cc1ccn(CC(=O)NCCNc2nc(CC(C)C)ns2)n1,Cc1ccn(CC(=O)NCCNc2nc(CC(C)C)ns2)n1,True
203,C(COCC)(NC[C@H]1[C@@H](c2cnccc2)N(C(C[C@H](NC(=O)OC(C)(C)C)CC)=O)CC1)=O,CCOCC(=O)NC[C@@H]1CCN(C(=O)C[C@@H](CC)NC(=O)OC(C)(C)C)[C@@H]1c1cccnc1,CCOCC(=O)NC[C@@H]1CCN(C(=O)C[C@@H](CC)NC(=O)OC(C)(C)C)[C@@H]1c1cccnc1,True
204,S(C)/C=C\C(=O)Nc1c(OCC)cc(Cl)cc1,CCOc1cc(Cl)ccc1NC(=O)/C=C\SC,CCOc1cc(Cl)ccc1NC(=O)/C=C\SC,True
205,C1(C(NCC2=CCN(C(c3c(C)n(C)cc3)=O)CC2)=O)(F)CCCC1,Cc1c(C(=O)N2CC=C(CNC(=O)C3(F)CCCC3)CC2)ccn1C,Cc1c(C(=O)N2CC=C(CNC(=O)C3(F)CCCC3)CC2)ccn1C,True
206,CCCCCCNC(=O)CNC(C(C)C)C(C)C,CCCCCCNC(=O)CNC(C(C)C)C(C)C,CCCCCCNC(=O)CNC(C(C)C)C(C)C,True
207,C(NC(=O)C(N(CCC)CC)=O)[C@@H]1c2c(cccc2)CCC1,CCCN(CC)C(=O)C(=O)NC[C@H]1CCCc2ccccc21,CCCN(CC)C(=O)C(=O)NC[C@H]1CCCc2ccccc21,True
208,c1ccc(OC)c(-c2n(C)c(N3CC[C@@H](OCCCc4ccccc4)C3)nn2)c1,COc1ccccc1-c1nnc(N2CC[C@@H](OCCCc3ccccc3)C2)n1C,COc1ccccc1-c1nnc(N2CC[C@@H](OCCCc3ccccc3)C2)n1C,True
209,C(NC(=O)CNC(=O)c1ccc(OC)cc1)C[C@H]1CCCN1,COc1ccc(C(=O)NCC(=O)NCC[C@H]2CCCN2)cc1,COc1ccc(C(=O)NCC(=O)NCC[C@H]2CCCN2)cc1,True
210,CC(C)(OC(=O)N[C@H]1CN(c2nnc(C(NC(CC)CC)=O)n2[C@@H]2C[C@H]2C(C)C)CCC1)C,CCC(CC)NC(=O)c1nnc(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)n1[C@@H]1C[C@H]1C(C)C,CCC(CC)NC(=O)c1nnc(N2CCC[C@@H](NC(=O)OC(C)(C)C)C2)n1[C@@H]1C[C@H]1C(C)C,True
211,O(C(C1=CN(CCOC)C=C(C(OCC)=O)C1c1ccc([N+](=O)[O-])cc1)=O)CC,CCOC(=O)C1=CN(CCOC)C=C(C(=O)OCC)C1c1ccc([N+](=O)[O-])cc1,CCOC(=O)C1=C(C(=O)OCC)CN(CCOC)C=C1c1ccc([N+](=O)[O-])cc1,False
212,C1C(COC)(C(N([C@@H](CNC(c2onc(OC)c2)=O)C)C)=O)CC1,COCC1(C(=O)N(C)[C@H](C)CNC(=O)c2cc(OC)no2)CCC1,COCC1(C(=O)N(C)[C@H](C)CNC(=O)c2cc(OC)no2)CCC1,True
213,O=C(C1=C(C)OCCC1)NC1(CNC(=O)[C@H](CC)F)CCCCC1,CC[C@H](F)C(=O)NCC1(NC(=O)C2=C(C)OCCC2)CCCCC1,CC[C@H](F)C(=O)NCC1(NC(=O)C2=C(C)OCCCC2)CCCC1,False
214,C1C[C@H](CNC(=O)CCSC(=N)N)[C@@H](c2cccnc2)N1C(c1cc2c(cc(OC)cc2)[nH]1)=O,COc1ccc2cc(C(=O)N3CC[C@H](CNC(=O)CCSC(=N)N)[C@H]3c3cccnc3)[nH]c2c1,COc1ccc2cc(C(=O)N3CC[C@H](CNC(=O)CCSC(=N)N)[C@H]3c3cccnc3)[nH]c2c1,True
215,c1(C)cccc(-n2c(=C(C(NCCOC)=O)C#N)sc(=Cc3ccc([C@H]4C[C@@H]4C)o3)c2=O)c1C,COCCNC(=O)C(C#N)=c1sc(=Cc2ccc([C@H]3C[C@@H]3C)o2)c(=O)n1-c1cccc(C)c1C,COCCNC(=O)C(C#N)=c1sc(=Cc2ccc([C@H]3C[C@@H]3C)o2)c(=O)n1-c1cccc(C)c1C,True
216,c1(C(=O)NC[C@@]2(O)CCN(C([C@@H]3C[C@H]4[C@H]5[C@@H]([C@@H]3O4)C5)=O)C2)nc(COC)oc1,COCc1nc(C(=O)NC[C@@]2(O)CCN(C(=O)[C@@H]3C[C@@H]4O[C@H]3[C@H]3C[C@@H]43)C2)co1,COCc1nc(C(=O)NC[C@@]2(O)CCN(C(=O)[C@@H]3C[C@@H]4O[C@H]3[C@H]3C[C@@H]43)C2)co1,True
217,c1cncc(F)c1C(NCCOC(C)C)=O,CC(C)OCCNC(=O)c1ccncc1F,CC(C)OCCNC(=O)c1ccncc1F,True
218,s1ccc(C2CC2)c1C(N[C@@H](CC)c1ccc(Cl)s1)=O,CC[C@H](NC(=O)c1sccc1C1CC1)c1ccc(Cl)s1,CC[C@H](NC(=O)c1sccc1C1CC1)c1ccc(Cl)s1,True
219,N([C@@H](C)[C@H]1CCCCN1C(CNC(=O)N)=O)c1ncc(Cl)cn1,C[C@H](Nc1ncc(Cl)cn1)[C@H]1CCCCN1C(=O)CNC(N)=O,C[C@H](Nc1ncc(Cl)cn1)[C@H]1CCCCN1C(=O)CNC(N)=O,True
220,O1CC[C@@]2(CN(C(CC(C)(NC(OCc3ccccc3)=O)C)=O)C[C@@H](C)O2)[C@H]1C,C[C@@H]1CN(C(=O)CC(C)(C)NC(=O)OCc2ccccc2)C[C@@]2(CCO[C@@H]2C)O1,C[C@@H]1CN(C(=O)CC(C)(C)OCc2ccccc2)C[C@]2(CCO[C@@H]2C)O1)C(=O)N1,False
221,C(c1n(CC)cnc1)N1CCC(O)CC1,CCn1cncc1CN1CCC(O)CC1,CCn1cncc1CN1CCC(O)CC1,True
