model,seed,tok_len,is_perfect,answer,predict,answer_tok,predict_tok
GRU,3,20,1,CC1CCC(C)(C(=O)O)CC1,CC1CCC(C)(C(=O)O)CC1,"['C', 'C', '1', 'C', 'C', 'C', '(', 'C', ')', '(', 'C', '(', '=', 'O', ')', 'O', ')', 'C', 'C', '1']","['C', 'C', '1', 'C', 'C', 'C', '(', 'C', ')', '(', 'C', '(', '=', 'O', ')', 'O', ')', 'C', 'C', '1']"
GRU,3,20,1,C=CCNc1cc(C#N)ccc1OC,C=CCNc1cc(C#N)ccc1OC,"['C', '=', 'C', 'C', 'N', 'c', '1', 'c', 'c', '(', 'C', '#', 'N', ')', 'c', 'c', 'c', '1', 'O', 'C']","['C', '=', 'C', 'C', 'N', 'c', '1', 'c', 'c', '(', 'C', '#', 'N', ')', 'c', 'c', 'c', '1', 'O', 'C']"
GRU,3,20,1,C/C=C/CSCc1cccc(C)c1,C/C=C/CSCc1cccc(C)c1,"['C', '/', 'C', '=', 'C', '/', 'C', 'S', 'C', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', ')', 'c', '1']","['C', '/', 'C', '=', 'C', '/', 'C', 'S', 'C', 'c', '1', 'c', 'c', 'c', 'c', '(', 'C', ')', 'c', '1']"
GRU,3,20,1,c1cnc(NCCCC2CCC2)nc1,c1cnc(NCCCC2CCC2)nc1,"['c', '1', 'c', 'n', 'c', '(', 'N', 'C', 'C', 'C', 'C', '2', 'C', 'C', 'C', '2', ')', 'n', 'c', '1']","['c', '1', 'c', 'n', 'c', '(', 'N', 'C', 'C', 'C', 'C', '2', 'C', 'C', 'C', '2', ')', 'n', 'c', '1']"
GRU,3,20,0,CCCOc1ccccc1C(F)(F)F,CCCOc1ccccc1C(F)(F)[N+](=O)[O-],"['C', 'C', 'C', 'O', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'C', '(', 'F', ')', '(', 'F', ')', 'F']","['C', 'C', 'C', 'O', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'C', '(', 'F', ')', '(', 'F', ')', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']']"
GRU,3,20,1,N#Cc1nc2cc(Cl)ccc2s1,N#Cc1nc2cc(Cl)ccc2s1,"['N', '#', 'C', 'c', '1', 'n', 'c', '2', 'c', 'c', '(', 'C', 'l', ')', 'c', 'c', 'c', '2', 's', '1']","['N', '#', 'C', 'c', '1', 'n', 'c', '2', 'c', 'c', '(', 'C', 'l', ')', 'c', 'c', 'c', '2', 's', '1']"
GRU,3,20,1,O=C(CO)N1CCC[C@@H]1CO,O=C(CO)N1CCC[C@@H]1CO,"['O', '=', 'C', '(', 'C', 'O', ')', 'N', '1', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', 'O']","['O', '=', 'C', '(', 'C', 'O', ')', 'N', '1', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', 'O']"
GRU,3,20,1,CNC(=O)c1cccc(OC)c1O,CNC(=O)c1cccc(OC)c1O,"['C', 'N', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', 'c', '(', 'O', 'C', ')', 'c', '1', 'O']","['C', 'N', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', 'c', '(', 'O', 'C', ')', 'c', '1', 'O']"
GRU,3,20,1,FC(F)C(F)(F)Cn1ccnn1,FC(F)C(F)(F)Cn1ccnn1,"['F', 'C', '(', 'F', ')', 'C', '(', 'F', ')', '(', 'F', ')', 'C', 'n', '1', 'c', 'c', 'n', 'n', '1']","['F', 'C', '(', 'F', ')', 'C', '(', 'F', ')', '(', 'F', ')', 'C', 'n', '1', 'c', 'c', 'n', 'n', '1']"
GRU,3,20,1,Brc1ncccc1OCCC1OCCO1,Brc1ncccc1OCCC1OCCO1,"['B', 'r', 'c', '1', 'n', 'c', 'c', 'c', 'c', '1', 'O', 'C', 'C', 'C', '1', 'O', 'C', 'C', 'O', '1']","['B', 'r', 'c', '1', 'n', 'c', 'c', 'c', 'c', '1', 'O', 'C', 'C', 'C', '1', 'O', 'C', 'C', 'O', '1']"
GRU,3,20,0,Clc1cc(Cl)c(Br)nc1Br,Clc1cc(Cl)c(Br)nc1C(=O)[C@@H]1C[C@H]1Cl,"['C', 'l', 'c', '1', 'c', 'c', '(', 'C', 'l', ')', 'c', '(', 'B', 'r', ')', 'n', 'c', '1', 'B', 'r']","['C', 'l', 'c', '1', 'c', 'c', '(', 'C', 'l', ')', 'c', '(', 'B', 'r', ')', 'n', 'c', '1', 'C', '(', '=', 'O', ')', '[', 'C', '@@', 'H', ']', '1', 'C', '[', 'C', '@', 'H', ']', '1', 'C', 'l']"
GRU,3,20,1,CCCNC(=O)CN(C)CCOCCO,CCCNC(=O)CN(C)CCOCCO,"['C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'N', '(', 'C', ')', 'C', 'C', 'O', 'C', 'C', 'O']","['C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'N', '(', 'C', ')', 'C', 'C', 'O', 'C', 'C', 'O']"
GRU,3,20,1,CON(CCCC#N)CC(C)(C)C,CON(CCCC#N)CC(C)(C)C,"['C', 'O', 'N', '(', 'C', 'C', 'C', 'C', '#', 'N', ')', 'C', 'C', '(', 'C', ')', '(', 'C', ')', 'C']","['C', 'O', 'N', '(', 'C', 'C', 'C', 'C', '#', 'N', ')', 'C', 'C', '(', 'C', ')', '(', 'C', ')', 'C']"
GRU,3,20,1,CCOC(=O)CSc1ncn[nH]1,CCOC(=O)CSc1ncn[nH]1,"['C', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', 'S', 'c', '1', 'n', 'c', 'n', '[', 'n', 'H', ']', '1']","['C', 'C', 'O', 'C', '(', '=', 'O', ')', 'C', 'S', 'c', '1', 'n', 'c', 'n', '[', 'n', 'H', ']', '1']"
GRU,3,20,0,O=C(Nc1cnns1)C1SCCS1,O=C(Nc1cnns1)[C@@H]1[C@H]2CCSC[C@H]21,"['O', '=', 'C', '(', 'N', 'c', '1', 'c', 'n', 'n', 's', '1', ')', 'C', '1', 'S', 'C', 'C', 'S', '1']","['O', '=', 'C', '(', 'N', 'c', '1', 'c', 'n', 'n', 's', '1', ')', '[', 'C', '@@', 'H', ']', '1', '[', 'C', '@', 'H', ']', '2', 'C', 'C', 'S', 'C', '[', 'C', '@', 'H', ']', '2', '1']"
GRU,3,20,1,C#CCN1CCC(CO)(OC)CC1,C#CCN1CCC(CO)(OC)CC1,"['C', '#', 'C', 'C', 'N', '1', 'C', 'C', 'C', '(', 'C', 'O', ')', '(', 'O', 'C', ')', 'C', 'C', '1']","['C', '#', 'C', 'C', 'N', '1', 'C', 'C', 'C', '(', 'C', 'O', ')', '(', 'O', 'C', ')', 'C', 'C', '1']"
GRU,3,20,0,COCCNc1nnc(COCCOC)o1,COCCOCCNc1nnc(COC)o1,"['C', 'O', 'C', 'C', 'N', 'c', '1', 'n', 'n', 'c', '(', 'C', 'O', 'C', 'C', 'O', 'C', ')', 'o', '1']","['C', 'O', 'C', 'C', 'O', 'C', 'C', 'N', 'c', '1', 'n', 'n', 'c', '(', 'C', 'O', 'C', ')', 'o', '1']"
GRU,3,20,0,CCc1nc(CN)ccc1C(=O)O,CCc1nc(CNC(=O)O)ccc1C(=O)O,"['C', 'C', 'c', '1', 'n', 'c', '(', 'C', 'N', ')', 'c', 'c', 'c', '1', 'C', '(', '=', 'O', ')', 'O']","['C', 'C', 'c', '1', 'n', 'c', '(', 'C', 'N', 'C', '(', '=', 'O', ')', 'O', ')', 'c', 'c', 'c', '1', 'C', '(', '=', 'O', ')', 'O']"
GRU,3,20,1,CC(C)CCNCCCNc1ncccn1,CC(C)CCNCCCNc1ncccn1,"['C', 'C', '(', 'C', ')', 'C', 'C', 'N', 'C', 'C', 'C', 'N', 'c', '1', 'n', 'c', 'c', 'c', 'n', '1']","['C', 'C', '(', 'C', ')', 'C', 'C', 'N', 'C', 'C', 'C', 'N', 'c', '1', 'n', 'c', 'c', 'c', 'n', '1']"
GRU,3,20,0,CCCCNC(=O)c1ccccc1NC,CCCCNC(=O)c1ccccc1NC(=O)[C@@H](C)OC,"['C', 'C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'N', 'C']","['C', 'C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'N', 'C', '(', '=', 'O', ')', '[', 'C', '@@', 'H', ']', '(', 'C', ')', 'O', 'C']"
GRU,3,20,0,CCCC(=O)N[C@@H]1CCOC1,CCCC(=O)N[C@@H]1CCOC[C@H]1O,"['C', 'C', 'C', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', 'O', 'C', '1']","['C', 'C', 'C', 'C', '(', '=', 'O', ')', 'N', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', 'O', 'C', '[', 'C', '@', 'H', ']', '1', 'O']"
GRU,3,20,1,Cc1occc1CNCCCOCC(C)C,Cc1occc1CNCCCOCC(C)C,"['C', 'c', '1', 'o', 'c', 'c', 'c', '1', 'C', 'N', 'C', 'C', 'C', 'O', 'C', 'C', '(', 'C', ')', 'C']","['C', 'c', '1', 'o', 'c', 'c', 'c', '1', 'C', 'N', 'C', 'C', 'C', 'O', 'C', 'C', '(', 'C', ')', 'C']"
GRU,3,20,1,O=C(O)c1csc(C2CC2)c1,O=C(O)c1csc(C2CC2)c1,"['O', '=', 'C', '(', 'O', ')', 'c', '1', 'c', 's', 'c', '(', 'C', '2', 'C', 'C', '2', ')', 'c', '1']","['O', '=', 'C', '(', 'O', ')', 'c', '1', 'c', 's', 'c', '(', 'C', '2', 'C', 'C', '2', ')', 'c', '1']"
GRU,3,20,1,C/N=C(/NC)NCCCC1CCC1,C/N=C(/NC)NCCCC1CCC1,"['C', '/', 'N', '=', 'C', '(', '/', 'N', 'C', ')', 'N', 'C', 'C', 'C', 'C', '1', 'C', 'C', 'C', '1']","['C', '/', 'N', '=', 'C', '(', '/', 'N', 'C', ')', 'N', 'C', 'C', 'C', 'C', '1', 'C', 'C', 'C', '1']"
GRU,3,20,1,O=C(CC1COC1)NOC1CCC1,O=C(CC1COC1)NOC1CCC1,"['O', '=', 'C', '(', 'C', 'C', '1', 'C', 'O', 'C', '1', ')', 'N', 'O', 'C', '1', 'C', 'C', 'C', '1']","['O', '=', 'C', '(', 'C', 'C', '1', 'C', 'O', 'C', '1', ')', 'N', 'O', 'C', '1', 'C', 'C', 'C', '1']"
GRU,3,20,1,Oc1ccccc1SCCC1CCOCC1,Oc1ccccc1SCCC1CCOCC1,"['O', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'S', 'C', 'C', 'C', '1', 'C', 'C', 'O', 'C', 'C', '1']","['O', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'S', 'C', 'C', 'C', '1', 'C', 'C', 'O', 'C', 'C', '1']"
GRU,3,20,1,CC(C)NC(=S)N1CC=CCC1,CC(C)NC(=S)N1CC=CCC1,"['C', 'C', '(', 'C', ')', 'N', 'C', '(', '=', 'S', ')', 'N', '1', 'C', 'C', '=', 'C', 'C', 'C', '1']","['C', 'C', '(', 'C', ')', 'N', 'C', '(', '=', 'S', ')', 'N', '1', 'C', 'C', '=', 'C', 'C', 'C', '1']"
GRU,3,20,1,Cc1ccccc1OCCSCCN(C)C,Cc1ccccc1OCCSCCN(C)C,"['C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'O', 'C', 'C', 'S', 'C', 'C', 'N', '(', 'C', ')', 'C']","['C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1', 'O', 'C', 'C', 'S', 'C', 'C', 'N', '(', 'C', ')', 'C']"
GRU,3,20,1,Cc1cnc(F)c(C(=O)O)c1,Cc1cnc(F)c(C(=O)O)c1,"['C', 'c', '1', 'c', 'n', 'c', '(', 'F', ')', 'c', '(', 'C', '(', '=', 'O', ')', 'O', ')', 'c', '1']","['C', 'c', '1', 'c', 'n', 'c', '(', 'F', ')', 'c', '(', 'C', '(', '=', 'O', ')', 'O', ')', 'c', '1']"
GRU,3,20,1,CN(C)C(=N)C(=N)N(C)C,CN(C)C(=N)C(=N)N(C)C,"['C', 'N', '(', 'C', ')', 'C', '(', '=', 'N', ')', 'C', '(', '=', 'N', ')', 'N', '(', 'C', ')', 'C']","['C', 'N', '(', 'C', ')', 'C', '(', '=', 'N', ')', 'C', '(', '=', 'N', ')', 'N', '(', 'C', ')', 'C']"
GRU,3,20,1,CCCONC(=O)NCCN(CC)CC,CCCONC(=O)NCCN(CC)CC,"['C', 'C', 'C', 'O', 'N', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'N', '(', 'C', 'C', ')', 'C', 'C']","['C', 'C', 'C', 'O', 'N', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'N', '(', 'C', 'C', ')', 'C', 'C']"
GRU,3,20,1,CNCCN(C)c1ncc(Br)cn1,CNCCN(C)c1ncc(Br)cn1,"['C', 'N', 'C', 'C', 'N', '(', 'C', ')', 'c', '1', 'n', 'c', 'c', '(', 'B', 'r', ')', 'c', 'n', '1']","['C', 'N', 'C', 'C', 'N', '(', 'C', ')', 'c', '1', 'n', 'c', 'c', '(', 'B', 'r', ')', 'c', 'n', '1']"
GRU,3,20,1,CCn1ncnc1CNc1cnccc1C,CCn1ncnc1CNc1cnccc1C,"['C', 'C', 'n', '1', 'n', 'c', 'n', 'c', '1', 'C', 'N', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'C']","['C', 'C', 'n', '1', 'n', 'c', 'n', 'c', '1', 'C', 'N', 'c', '1', 'c', 'n', 'c', 'c', 'c', '1', 'C']"
GRU,3,20,0,Cc1ccoc1CN1CCN(C)CC1,Cc1ccoc1CN1CCN(C)CC[C@@H]1C,"['C', 'c', '1', 'c', 'c', 'o', 'c', '1', 'C', 'N', '1', 'C', 'C', 'N', '(', 'C', ')', 'C', 'C', '1']","['C', 'c', '1', 'c', 'c', 'o', 'c', '1', 'C', 'N', '1', 'C', 'C', 'N', '(', 'C', ')', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'C']"
GRU,3,20,0,CCN1C[C@@](C)(CN)C1=O,CCN1C[C@](C)(CN)C1=O,"['C', 'C', 'N', '1', 'C', '[', 'C', '@@', ']', '(', 'C', ')', '(', 'C', 'N', ')', 'C', '1', '=', 'O']","['C', 'C', 'N', '1', 'C', '[', 'C', '@', ']', '(', 'C', ')', '(', 'C', 'N', ')', 'C', '1', '=', 'O']"
GRU,3,20,0,CCCOCOc1ccc(C#N)cc1I,CCCOCOc1ccc(C#N)cc1[N+](=O)[O-],"['C', 'C', 'C', 'O', 'C', 'O', 'c', '1', 'c', 'c', 'c', '(', 'C', '#', 'N', ')', 'c', 'c', '1', 'I']","['C', 'C', 'C', 'O', 'C', 'O', 'c', '1', 'c', 'c', 'c', '(', 'C', '#', 'N', ')', 'c', 'c', '1', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']']"
GRU,3,20,0,CCC(=CC(=O)NOCCOC)CC,CCC(=CC(=O)NOCCOC)C(=O)OCC,"['C', 'C', 'C', '(', '=', 'C', 'C', '(', '=', 'O', ')', 'N', 'O', 'C', 'C', 'O', 'C', ')', 'C', 'C']","['C', 'C', 'C', '(', '=', 'C', 'C', '(', '=', 'O', ')', 'N', 'O', 'C', 'C', 'O', 'C', ')', 'C', '(', '=', 'O', ')', 'O', 'C', 'C']"
GRU,3,20,1,C=CCN(CC(N)=O)CC(C)C,C=CCN(CC(N)=O)CC(C)C,"['C', '=', 'C', 'C', 'N', '(', 'C', 'C', '(', 'N', ')', '=', 'O', ')', 'C', 'C', '(', 'C', ')', 'C']","['C', '=', 'C', 'C', 'N', '(', 'C', 'C', '(', 'N', ')', '=', 'O', ')', 'C', 'C', '(', 'C', ')', 'C']"
GRU,3,20,1,O=C(Cc1cncs1)NCCNCCO,O=C(Cc1cncs1)NCCNCCO,"['O', '=', 'C', '(', 'C', 'c', '1', 'c', 'n', 'c', 's', '1', ')', 'N', 'C', 'C', 'N', 'C', 'C', 'O']","['O', '=', 'C', '(', 'C', 'c', '1', 'c', 'n', 'c', 's', '1', ')', 'N', 'C', 'C', 'N', 'C', 'C', 'O']"
GRU,3,20,0,Cc1ncc(CSCC(=O)O)cn1,Cc1ncc(CSCC(=O)O)[nH]1,"['C', 'c', '1', 'n', 'c', 'c', '(', 'C', 'S', 'C', 'C', '(', '=', 'O', ')', 'O', ')', 'c', 'n', '1']","['C', 'c', '1', 'n', 'c', 'c', '(', 'C', 'S', 'C', 'C', '(', '=', 'O', ')', 'O', ')', '[', 'n', 'H', ']', '1']"
GRU,3,20,1,COC1CC(NC2(C)CCC2)C1,COC1CC(NC2(C)CCC2)C1,"['C', 'O', 'C', '1', 'C', 'C', '(', 'N', 'C', '2', '(', 'C', ')', 'C', 'C', 'C', '2', ')', 'C', '1']","['C', 'O', 'C', '1', 'C', 'C', '(', 'N', 'C', '2', '(', 'C', ')', 'C', 'C', 'C', '2', ')', 'C', '1']"
GRU,3,20,1,Cc1ccc(CCN(C)CCN)cc1,Cc1ccc(CCN(C)CCN)cc1,"['C', 'c', '1', 'c', 'c', 'c', '(', 'C', 'C', 'N', '(', 'C', ')', 'C', 'C', 'N', ')', 'c', 'c', '1']","['C', 'c', '1', 'c', 'c', 'c', '(', 'C', 'C', 'N', '(', 'C', ')', 'C', 'C', 'N', ')', 'c', 'c', '1']"
GRU,3,20,1,C=CC[C@@H]1NCCCC1(C)C,C=CC[C@@H]1NCCCC1(C)C,"['C', '=', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'N', 'C', 'C', 'C', 'C', '1', '(', 'C', ')', 'C']","['C', '=', 'C', 'C', '[', 'C', '@@', 'H', ']', '1', 'N', 'C', 'C', 'C', 'C', '1', '(', 'C', ')', 'C']"
GRU,3,20,1,CC(=O)CCC(=O)NCCCCCO,CC(=O)CCC(=O)NCCCCCO,"['C', 'C', '(', '=', 'O', ')', 'C', 'C', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'C', 'C', 'C', 'O']","['C', 'C', '(', '=', 'O', ')', 'C', 'C', 'C', '(', '=', 'O', ')', 'N', 'C', 'C', 'C', 'C', 'C', 'O']"
GRU,3,20,1,CCCN(CC)CCCCC(=O)OCC,CCCN(CC)CCCCC(=O)OCC,"['C', 'C', 'C', 'N', '(', 'C', 'C', ')', 'C', 'C', 'C', 'C', 'C', '(', '=', 'O', ')', 'O', 'C', 'C']","['C', 'C', 'C', 'N', '(', 'C', 'C', ')', 'C', 'C', 'C', 'C', 'C', '(', '=', 'O', ')', 'O', 'C', 'C']"
GRU,3,20,1,NS(=O)(=O)c1cccnc1Br,NS(=O)(=O)c1cccnc1Br,"['N', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', 'n', 'c', '1', 'B', 'r']","['N', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'c', '1', 'c', 'c', 'c', 'n', 'c', '1', 'B', 'r']"
GRU,3,20,1,O=C(O)CC(=O)N1CCCCC1,O=C(O)CC(=O)N1CCCCC1,"['O', '=', 'C', '(', 'O', ')', 'C', 'C', '(', '=', 'O', ')', 'N', '1', 'C', 'C', 'C', 'C', 'C', '1']","['O', '=', 'C', '(', 'O', ')', 'C', 'C', '(', '=', 'O', ')', 'N', '1', 'C', 'C', 'C', 'C', 'C', '1']"
GRU,3,20,1,CCc1nnc(SCCCSCCOC)o1,CCc1nnc(SCCCSCCOC)o1,"['C', 'C', 'c', '1', 'n', 'n', 'c', '(', 'S', 'C', 'C', 'C', 'S', 'C', 'C', 'O', 'C', ')', 'o', '1']","['C', 'C', 'c', '1', 'n', 'n', 'c', '(', 'S', 'C', 'C', 'C', 'S', 'C', 'C', 'O', 'C', ')', 'o', '1']"
GRU,3,20,0,Cc1ncc(NC(=O)CON)cn1,Cc1ncc(NC(=O)CON)c2ncc([N+](=O)[O-])n2)c1,"['C', 'c', '1', 'n', 'c', 'c', '(', 'N', 'C', '(', '=', 'O', ')', 'C', 'O', 'N', ')', 'c', 'n', '1']","['C', 'c', '1', 'n', 'c', 'c', '(', 'N', 'C', '(', '=', 'O', ')', 'C', 'O', 'N', ')', 'c', '2', 'n', 'c', 'c', '(', '[', 'N', '+', ']', '(', '=', 'O', ')', '[', 'O', '-', ']', ')', 'n', '2', ')', 'c', '1']"
GRU,3,20,1,COCc1nsc(N2CCOCC2)n1,COCc1nsc(N2CCOCC2)n1,"['C', 'O', 'C', 'c', '1', 'n', 's', 'c', '(', 'N', '2', 'C', 'C', 'O', 'C', 'C', '2', ')', 'n', '1']","['C', 'O', 'C', 'c', '1', 'n', 's', 'c', '(', 'N', '2', 'C', 'C', 'O', 'C', 'C', '2', ')', 'n', '1']"
GRU,3,20,1,COCc1noc(COCC2CC2)n1,COCc1noc(COCC2CC2)n1,"['C', 'O', 'C', 'c', '1', 'n', 'o', 'c', '(', 'C', 'O', 'C', 'C', '2', 'C', 'C', '2', ')', 'n', '1']","['C', 'O', 'C', 'c', '1', 'n', 'o', 'c', '(', 'C', 'O', 'C', 'C', '2', 'C', 'C', '2', ')', 'n', '1']"
GRU,3,20,1,CCCCN1Cc2ccc(O)cc2C1,CCCCN1Cc2ccc(O)cc2C1,"['C', 'C', 'C', 'C', 'N', '1', 'C', 'c', '2', 'c', 'c', 'c', '(', 'O', ')', 'c', 'c', '2', 'C', '1']","['C', 'C', 'C', 'C', 'N', '1', 'C', 'c', '2', 'c', 'c', 'c', '(', 'O', ')', 'c', 'c', '2', 'C', '1']"
GRU,3,20,1,CCCCCNC(=O)CN(C)CC#N,CCCCCNC(=O)CN(C)CC#N,"['C', 'C', 'C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'N', '(', 'C', ')', 'C', 'C', '#', 'N']","['C', 'C', 'C', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'C', 'N', '(', 'C', ')', 'C', 'C', '#', 'N']"
GRU,3,20,1,CC(C)NC[C@@H]1CC=CCC1,CC(C)NC[C@@H]1CC=CCC1,"['C', 'C', '(', 'C', ')', 'N', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', '=', 'C', 'C', 'C', '1']","['C', 'C', '(', 'C', ')', 'N', 'C', '[', 'C', '@@', 'H', ']', '1', 'C', 'C', '=', 'C', 'C', 'C', '1']"
GRU,3,20,1,C[C@H](CC#N)NCCCCCCO,C[C@H](CC#N)NCCCCCCO,"['C', '[', 'C', '@', 'H', ']', '(', 'C', 'C', '#', 'N', ')', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'O']","['C', '[', 'C', '@', 'H', ']', '(', 'C', 'C', '#', 'N', ')', 'N', 'C', 'C', 'C', 'C', 'C', 'C', 'O']"
GRU,3,20,1,CCS(=O)(=O)CCN(C)CCN,CCS(=O)(=O)CCN(C)CCN,"['C', 'C', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'C', 'C', 'N', '(', 'C', ')', 'C', 'C', 'N']","['C', 'C', 'S', '(', '=', 'O', ')', '(', '=', 'O', ')', 'C', 'C', 'N', '(', 'C', ')', 'C', 'C', 'N']"
GRU,3,20,1,CCNCCNC(=O)c1cscc1Cl,CCNCCNC(=O)c1cscc1Cl,"['C', 'C', 'N', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 's', 'c', 'c', '1', 'C', 'l']","['C', 'C', 'N', 'C', 'C', 'N', 'C', '(', '=', 'O', ')', 'c', '1', 'c', 's', 'c', 'c', '1', 'C', 'l']"
GRU,3,20,1,CC(C)N(CCN)Cc1ccccc1,CC(C)N(CCN)Cc1ccccc1,"['C', 'C', '(', 'C', ')', 'N', '(', 'C', 'C', 'N', ')', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']","['C', 'C', '(', 'C', ')', 'N', '(', 'C', 'C', 'N', ')', 'C', 'c', '1', 'c', 'c', 'c', 'c', 'c', '1']"
GRU,3,20,1,CNCC(=O)NCc1nc(C)no1,CNCC(=O)NCc1nc(C)no1,"['C', 'N', 'C', 'C', '(', '=', 'O', ')', 'N', 'C', 'c', '1', 'n', 'c', '(', 'C', ')', 'n', 'o', '1']","['C', 'N', 'C', 'C', '(', '=', 'O', ')', 'N', 'C', 'c', '1', 'n', 'c', '(', 'C', ')', 'n', 'o', '1']"
GRU,3,20,0,O=C(NO)c1cnn2ccncc12,O=C(NO)c1cnn2ccc(=O)[nH]c12,"['O', '=', 'C', '(', 'N', 'O', ')', 'c', '1', 'c', 'n', 'n', '2', 'c', 'c', 'n', 'c', 'c', '1', '2']","['O', '=', 'C', '(', 'N', 'O', ')', 'c', '1', 'c', 'n', 'n', '2', 'c', 'c', 'c', '(', '=', 'O', ')', '[', 'n', 'H', ']', 'c', '1', '2']"
GRU,3,20,0,CCC1(CC)CCCN(CCO)CC1,CCC1(CC)CCCN(CCO)[C@@H]2CCC[C@@H]21,"['C', 'C', 'C', '1', '(', 'C', 'C', ')', 'C', 'C', 'C', 'N', '(', 'C', 'C', 'O', ')', 'C', 'C', '1']","['C', 'C', 'C', '1', '(', 'C', 'C', ')', 'C', 'C', 'C', 'N', '(', 'C', 'C', 'O', ')', '[', 'C', '@@', 'H', ']', '2', 'C', 'C', 'C', '[', 'C', '@@', 'H', ']', '2', '1']"
GRU,3,20,1,CCCCCN=C(N(C)C)N(C)C,CCCCCN=C(N(C)C)N(C)C,"['C', 'C', 'C', 'C', 'C', 'N', '=', 'C', '(', 'N', '(', 'C', ')', 'C', ')', 'N', '(', 'C', ')', 'C']","['C', 'C', 'C', 'C', 'C', 'N', '=', 'C', '(', 'N', '(', 'C', ')', 'C', ')', 'N', '(', 'C', ')', 'C']"
GRU,3,20,0,C=CC(F)(F)C(F)(F)C=C,C=CC(F)(F)C(=C)C(=O)OC,"['C', '=', 'C', 'C', '(', 'F', ')', '(', 'F', ')', 'C', '(', 'F', ')', '(', 'F', ')', 'C', '=', 'C']","['C', '=', 'C', 'C', '(', 'F', ')', '(', 'F', ')', 'C', '(', '=', 'C', ')', 'C', '(', '=', 'O', ')', 'O', 'C']"
GRU,3,20,1,CC(C)CCNCc1nc(Cl)cs1,CC(C)CCNCc1nc(Cl)cs1,"['C', 'C', '(', 'C', ')', 'C', 'C', 'N', 'C', 'c', '1', 'n', 'c', '(', 'C', 'l', ')', 'c', 's', '1']","['C', 'C', '(', 'C', ')', 'C', 'C', 'N', 'C', 'c', '1', 'n', 'c', '(', 'C', 'l', ')', 'c', 's', '1']"
GRU,3,20,0,CON=Cc1cc(C)nc(Cl)c1,CON=Cc1cc(C)nc(Cl)[nH]1,"['C', 'O', 'N', '=', 'C', 'c', '1', 'c', 'c', '(', 'C', ')', 'n', 'c', '(', 'C', 'l', ')', 'c', '1']","['C', 'O', 'N', '=', 'C', 'c', '1', 'c', 'c', '(', 'C', ')', 'n', 'c', '(', 'C', 'l', ')', '[', 'n', 'H', ']', '1']"
GRU,3,20,1,O=C1CCCc2cccc(Br)c21,O=C1CCCc2cccc(Br)c21,"['O', '=', 'C', '1', 'C', 'C', 'C', 'c', '2', 'c', 'c', 'c', 'c', '(', 'B', 'r', ')', 'c', '2', '1']","['O', '=', 'C', '1', 'C', 'C', 'C', 'c', '2', 'c', 'c', 'c', 'c', '(', 'B', 'r', ')', 'c', '2', '1']"
