,canonical,random
239,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](c6cccs6)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,c1csc([C@@H]2OC[C@@H]3[C@H]([C@H](O)[C@@H](O)[C@H](O[C@H]4[C@H]5COC(=O)[C@@H]5[C@H](c5cc(OC)c(O)c(OC)c5)c5c4cc4c(c5)OCO4)O3)O2)c1
240,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,[C@]12(C)CC[C@H]3[C@H]([C@@H]1CCC2=O)CC(=C)C1=CC(=O)C=C[C@@]13C
241,NC(N)=Nc1nc(CSCCC(N)=NS(N)(=O)=O)cs1,c1(CSCCC(=NS(=O)(=O)N)N)csc(N=C(N)N)n1
242,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,c1cc(Cn2c3c(nc2OCC)cccc3C(=O)O)ccc1-c1ccccc1-c1[nH]nnn1
243,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,c1(N)c2c(nc(Cl)n1)n([C@H]1C[C@H](O)[C@@H](CO)O1)cn2
244,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,c1cc(-c2ccccc2C(O)=O)ccc1Cn1c(CCC)nc2c(C)cc(-c3nc4c(n3C)cccc4)cc21
245,C=CCOc1ccccc1OCC(O)CNC(C)C,CC(C)NCC(O)COc1c(OCC=C)cccc1
246,COCCc1ccc(OCC(O)CNC(C)C)cc1,c1(CCOC)ccc(OCC(O)CNC(C)C)cc1
247,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,c1nc(C)n2c1CN=C(c1ccccc1F)c1c-2ccc(Cl)c1
248,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,CN(CCN1c2c(cccc2)S[C@@H](c2ccc(OC)cc2)[C@@H](OC(=O)C)C1=O)C
249,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,C(Cc1ccccc1)[C@@H](C(=O)OCC)N[C@@H](C)C(=O)N1Cc2c(cccc2)C[C@H]1C(=O)O
250,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,[C@H]1(CO)O[C@@H](n2cnc(C(N)=O)n2)[C@H](O)[C@@H]1O
251,CN(C)CCCN1c2ccccc2CCc2ccccc21,N1(CCCN(C)C)c2c(cccc2)CCc2ccccc21
252,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12,c1cc2[nH]cc(CCN(C)C)c2cc1C[C@H]1COC(=O)N1
253,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,c1c(NCc2c(C)c3c(N)nc(N)nc3cc2)cc(OC)c(OC)c1OC
254,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,Cc1c(C)c(O)c(C)c2c1OC(COc1ccc(CC3C(=O)NC(=O)S3)cc1)(C)CC2
255,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,CCc1c2c(cc(C(CNC(C)(C)C)O)o2)ccc1
256,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,CCN(CCOc1c(I)cc(C(c2c3ccccc3oc2CCCC)=O)cc1I)CC
257,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,c12cc(Cn3cncn3)ccc1[nH]cc2CCN(C)C
258,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,c12c3ccc(O)c1O[C@@H]1[C@]24CCN(C)[C@@H]([C@@H]4CCC1=O)C3
259,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,c1c(C)c(OC)c(C)c(CS(=O)c2nc3c(cc(OC)cc3)[nH]2)n1
260,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21,c1ccc(CC[C@H](N[C@@H](C)C(=O)N2[C@H](C(O)=O)C[C@@H]3CCC[C@@H]32)C(=O)OCC)cc1
261,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1,O=C(C1=C(C=C)CS[C@H]2N1C(=O)[C@H]2NC(=O)/C(c1csc(N)n1)=N\OCC(=O)O)O
262,CC(C)(C)NCC(O)c1ccccc1Cl,C(NCC(c1c(Cl)cccc1)O)(C)(C)C
263,CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,C1N([n+]2cc([N-]C(OCC)=O)on2)CCOC1
264,CN(C)CCC=C1c2ccccc2CCc2ccccc21,c1cc2c(cc1)CCc1c(cccc1)C2=CCCN(C)C
265,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],CC1=C(C(OC)=O)C(c2c([N+](=O)[O-])cccc2)C(C(=O)OC)=C(C)N1
266,CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,COc1c(C(=O)NCC2N(CC)CCC2)cc(S(CC)(=O)=O)c(N)c1
267,COc1nc(C(Cl)(Cl)Cl)c(Cl)c(OC)c1Cl,c1(OC)c(Cl)c(OC)c(Cl)c(C(Cl)(Cl)Cl)n1
268,CC(C)(S)[C@@H](N)C(=O)O,[C@@H](N)(C(S)(C)C)C(=O)O
269,OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O,O[C@@H]1[C@@H](O)[C@@](CO)(O)O[C@H]1CO
270,N=C(N)NC(=O)c1nc(Cl)c(N)nc1N,NC(NC(c1c(N)nc(N)c(Cl)n1)=O)=N
271,CN1CCN2c3ncccc3Cc3ccccc3C2C1,N1(C)CCN2c3ncccc3Cc3c(cccc3)C2C1
272,CCCN(CCC)CCc1cccc2c1CC(=O)N2,CCCN(CCC)CCc1c2c(ccc1)NC(=O)C2
273,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)C(CO)c1ccccc1)C2,c1cccc(C(C(=O)O[C@@H]2C[C@@H]3CC[C@@H](N3C)C2)CO)c1
274,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,C1c2c3c(c(OC)cc2)O[C@H]2[C@@H](O)C=C[C@H]4[C@@H]1N(C)CC[C@]432
275,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,c1c(Cl)c(N)cc(OC)c1C(=O)NCCN(CC)CC
276,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,c1cc2c(cc1)Sc1c(cc(OC)cc1)N2C[C@@H](CN(C)C)C
277,Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,c1c2c(ccc1OC[C@@H]1CNCC[C@H]1c1ccc(F)cc1)OCO2
278,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,C1Nc2c(cc(S(N)(=O)=O)c(C(F)(F)F)c2)S(=O)(=O)N1
279,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Clc1cc2c(cc1)-n1c(nnc1C)CN=C2c1c(Cl)cccc1
280,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,CN1[C@@H](Cc2c3c(ccc(CCS(c4ccccc4)(=O)=O)c3)[nH]c2)CCC1
281,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,O=C(C1CCN(CCn2c(=O)c3ccccc3[nH]c2=O)CC1)c1ccc(F)cc1
282,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,C1C(NC(=O)C)c2c(ccc(OC)c(=O)c2)-c2c(cc(OC)c(OC)c2OC)C1
283,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,Fc1cc2c(cc1)OC(C(O)CNCC(C1Oc3c(cc(F)cc3)CC1)O)CC2
284,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,c1(N(Cc2cnc3c(c(N)nc(N)n3)n2)C)ccc(C(=O)N[C@@H](CCC(O)=O)C(=O)O)cc1
285,OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,c1(N(CCO)CCO)nc2c(c(N3CCCCC3)n1)nc(N(CCO)CCO)nc2N1CCCCC1
286,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,c1(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c(Oc2c(OC)cccc2)c(OCCO)nc(-c2ncccn2)n1
287,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,N([C@@H](CSc1ccccc1)[C@@H](CN1[C@H](C(NC(C)(C)C)=O)C[C@H]2[C@@H](C1)CCCC2)O)C(=O)c1c(C)c(O)ccc1
288,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,[C@H]1(C(OC)=O)[C@@H]2[C@@H](CN3CCc4c([nH]c5cc(OC)ccc45)[C@H]3C2)C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
289,CNCCCC12CCC(c3ccccc31)c1ccccc12,c1cc2c(cc1)C1c3c(cccc3)C2(CCCNC)CC1
290,CN(C)CCCOC1(Cc2ccccc2)CCCCCC1,O(C1(Cc2ccccc2)CCCCCC1)CCCN(C)C
291,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,c12ccccc1CCc1c(cc(Cl)cc1)N2CCCN(C)C
292,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O,C([C@H]1N(C(=O)[C@H](C)N[C@@H](CCc2ccccc2)C(OCC)=O)CCC1)(=O)O
293,CCOC(=O)C1(c2ccccc2)CCN(C)CC1,C1CC(C(OCC)=O)(c2ccccc2)CCN1C
294,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,S(Cc1ccc(CN(C)C)o1)CCNC(=C[N+]([O-])=O)NC
295,COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,n1c2ccccc2[nH]c1S(=O)Cc1c(C)c(OCCCOC)ccn1
296,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,Oc1c(OC)cc([C@H]2[C@H]3C(=O)OC[C@@H]3[C@H](O[C@@H]3O[C@H]4[C@H]([C@H](O)[C@H]3O)O[C@H](C)OC4)c3cc4c(cc32)OCO4)cc1OC
297,CN(C)C(=N)NC(=N)N,C(NC(=N)N)(N(C)C)=N
298,N[C@@H](CCS)C(=O)O,OC(=O)[C@H](CCS)N
299,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,c1cc(OCC(O)CNC(C)C)ccc1CC(N)=O
300,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[nH]c12,O=[N+](c1ncn(C)c1Sc1ncnc2c1[nH]cn2)[O-]
301,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1,FC(F)(F)c1ccc(/C(=N/OCCN)CCCCOC)cc1
302,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,c12nc(-c3ccccc3)c(N)nc1nc(N)nc2N
303,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,c1(Cl)cccc(Cl)c1Nc1c(CC(O)=O)cccc1
304,NCC1(CC(=O)O)CCCCC1,C1(CN)(CC(O)=O)CCCCC1
305,NCCCC(N)(C(=O)O)C(F)F,FC(F)C(N)(CCCN)C(=O)O
306,CNCCC=C1c2ccccc2CCc2ccccc21,N(C)CCC=C1c2ccccc2CCc2ccccc21
307,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,C1CN(CCNC(c2ccc(Cl)cc2)=O)CCO1
308,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,[C@@H]12CC[C@@H](N1C)[C@@H](C(=O)OC)[C@@H](OC(c1ccccc1)=O)C2
309,COc1ccc(CCNCC(O)COc2cccc(C)c2)cc1OC,N(CC(COc1cccc(C)c1)O)CCc1ccc(OC)c(OC)c1
310,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,c1cc(Cl)ccc1-n1c2cc(=NC(C)C)c(Nc3ccc(Cl)cc3)cc-2nc2ccccc21
311,CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@H]2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,C[C@H]1C(=O)[C@H](C)C[C@](OC)(C)[C@H](O[C@H]2[C@H](O)[C@@H](N(C)C)C[C@@H](C)O2)[C@@H](C)C(=O)[C@@H](C)C(=O)O[C@H](CC)[C@]2(C)[C@@H]1N(CCCCn1cc(-c3cccnc3)nc1)C(=O)O2
312,CO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,C[C@@H]1[C@@H]2CC[C@@H](C)[C@@H]3CC[C@]4(C)O[C@@H](O[C@@H]1OC)[C@@]32OO4
313,COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O,COc1c(Cl)c2c(c(OC)c1)C(=O)[C@]1(C(OC)=CC(=O)C[C@H]1C)O2
314,CCOc1ccc(/C=C2\NCCc3cc(OCC)c(OCC)cc32)cc1OCC,c1c(OCC)c(OCC)ccc1/C=C1/c2cc(OCC)c(OCC)cc2CCN1
315,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,O[C@H]1[C@H]2C(=C(O)[C@]3(O)C(=O)C(C(=O)N)=C(O)[C@@H](N(C)C)[C@H]13)C(=O)c1c(cccc1O)[C@]2(O)C
316,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,c1(C)cc(OC)c(C)c(C)c1/C=C/C(C)=C/C=C/C(C)=C/C(=O)O
317,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,c1(OCCOC)c(OCCOC)cc2c(c1)c(Nc1cc(C#C)ccc1)ncn2
318,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,O(c1c(OC)cc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1)CCCN1CCOCC1
319,CN/C(=N/C#N)NCCSCc1nc[nH]c1C,C(CN/C(=N\C#N)NC)SCc1c(C)[nH]cn1
320,CN(C)CCOC(c1ccccc1)c1ccccc1,c1cc(C(OCCN(C)C)c2ccccc2)ccc1
321,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Cn1c2c(c3c1cccc3)C(=O)C(Cn1ccnc1C)CC2
322,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,N(CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1)C
323,CN1[C@@H]2CCC[C@H]1C[C@@H](NC(=O)c1nn(C)c3ccccc13)C2,c1ccc2n(C)nc(C(N[C@H]3C[C@H]4CCC[C@H](N4C)C3)=O)c2c1
324,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,N1c2c(cccc2)N=C(N2CCN(C)CC2)c2c1sc(C)c2
325,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,C1C[C@]23[C@@H]4C(=O)CC[C@@]2(O)[C@@H](Cc2ccc(OC)c(c23)O4)N1C
326,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O,C1(C)(C)[C@H](C(=O)O)N2C(=O)[C@@H](NC([C@@H](c3ccccc3)N=[N+]=[N-])=O)[C@H]2S1
327,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,C1N(CCCC(c2ccc(F)cc2)=O)CCC(c2ccc(Cl)cc2)(O)C1
328,O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,c1ccc2c(snc2N2CCN(CCc3c(Cl)cc4c(c3)CC(=O)N4)CC2)c1
329,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,[C@H](NC(=O)Cc1cc(OCC)c(C(O)=O)cc1)(CC(C)C)c1ccccc1N1CCCCC1
330,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1,[C@@H](/C=C/c1c(-c2ccc(F)cc2)c(COC)c(C(C)C)nc1C(C)C)(C[C@H](CC(O)=O)O)O
331,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,C1N(C(COCC(C)C)CN(Cc2ccccc2)c2ccccc2)CCC1
332,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C(=C1\C(=C)[C@@H](O)C[C@H](O)C1)\C=C1/CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@@H](CCCC(C)(C)O)C
333,COc1cc2c(N)nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc2c(OC)c1OC,O(c1c2nc(N3CCN(C(=O)OCC(C)(C)O)CC3)nc(N)c2cc(OC)c1OC)C
334,Nc1nc2ccc(OC(F)(F)F)cc2s1,FC(F)(F)Oc1ccc2c(sc(N)n2)c1
335,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,Oc1c(O)c([N+](=O)[O-])cc(C(c2ccc(C)cc2)=O)c1
336,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,N1(c2nsnc2OC[C@@H](O)CNC(C)(C)C)CCOCC1
337,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,c1c([C@@H](N)C(=O)N[C@@H]2C(=O)N3[C@@H](C(O)=O)C(C)(C)S[C@H]23)cccc1
338,CC(S)C(=O)NCC(=O)O,CC(S)C(=O)NCC(O)=O
339,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,c1(N)c2cc(OC)c(OC)cc2nc(N2CCN(C(=O)C3Oc4ccccc4OC3)CC2)n1
340,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,Fc1ccc(C(N2CCN(c3nc(NCC=C)nc(NCC=C)n3)CC2)c2ccc(F)cc2)cc1
341,NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,c1c(C2(O)c3ccccc3C(=O)N2)cc(S(=O)(=O)N)c(Cl)c1
342,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,c1(C2(c3ccccc3)C(=O)N(CC)CC2CCN2CCOCC2)ccccc1
343,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,N1(C(=O)c2ccco2)CCN(c2nc3cc(OC)c(OC)cc3c(N)n2)CC1
344,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,C(O)(CC1(CS[C@H](CCc2ccccc2C(C)(O)C)c2cc(/C=C/c3nc4c(ccc(Cl)c4)cc3)ccc2)CC1)=O
345,c1ccc([C@H]2CN3CCSC3=N2)cc1,N1=C2SCCN2C[C@@H]1c1ccccc1
346,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,n1([C@@H]2O[C@H](CO)[C@@H](N=[N+]=[N-])C2)c(=O)[nH]c(=O)c(C)c1
347,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,COc1cc(OC)cc(OC)c1C(=O)CCCN1CCCC1
348,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,C1CCCc2nc(C)c(CCN3CCC(c4noc5c4ccc(F)c5)CC3)c(=O)n21
349,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,c1cc(=O)[nH]c(N(C)C2CCN(c3nc4c(n3Cc3ccc(F)cc3)cccc4)CC2)n1
350,C=CCN1C[C@H](C(=O)N(CCCN(C)C)C(=O)NCC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,C(CCN(C)C)N(C(=O)NCC)C([C@H]1CN(CC=C)[C@@H]2Cc3c4c(cccc4[nH]c3)[C@H]2C1)=O
351,Oc1ncnc2[nH]ncc12,c1nc(O)c2c([nH]nc2)n1
352,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,O=C(c1c[nH]c2ccccc12)O[C@H]1C[C@@H]2N(C)[C@@H](CC2)C1
353,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,O=S(c1c(Cl)cc(NCc2occc2)c(C(=O)O)c1)(=O)N
354,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,O(C([C@@H](N[C@H](C(N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)=O)C)CCC)=O)CC
355,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3c[nH]nn3)CS[C@H]12)c1ccc(O)cc1,C(C1=C(CSc2c[nH]nn2)CS[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N21)(O)=O
356,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12,C12=C(O)[C@@]3(O)[C@@H](C[C@@H]1[C@H](O)c1c(c(O)ccc1Cl)C2=O)[C@H](N(C)C)C(O)=C(C(N)=O)C3=O
357,Nc1c(CC(=O)O)cccc1C(=O)c1ccc(Br)cc1,c1c(C(=O)c2ccc(Br)cc2)c(N)c(CC(=O)O)cc1
358,COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,n1c2ncc(Cc3c(OC)ccc(OC)c3)c(C)c2c(N)nc1N
359,NCC(CC(=O)O)c1ccc(Cl)cc1,O=C(O)CC(CN)c1ccc(Cl)cc1
360,NC(=O)N1c2ccccc2C=Cc2ccccc21,c1cc2c(cc1)C=Cc1c(cccc1)N2C(N)=O
361,CCOc1ccccc1OCC1CNCCO1,O1CCNCC1COc1ccccc1OCC
362,CC(NC(C)(C)C)C(=O)c1cccc(Cl)c1,CC(NC(C)(C)C)C(=O)c1cc(Cl)ccc1
363,CS(=O)(=O)OCCCCOS(C)(=O)=O,S(C)(OCCCCOS(=O)(C)=O)(=O)=O
364,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,c1(OC)cc([C@@]2(O)CCCC[C@@H]2CN(C)C)ccc1
365,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,c1(=O)c2c(cc(N3CCNCC3)c(F)c2)n(C2CC2)cc1C(O)=O
366,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,c12c([nH]cc1CCN(C)C)ccc(CS(=O)(=O)N1CCCC1)c2
367,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,c1c(-c2nc3n(cc(C)cc3)c2CC(N(C)C)=O)ccc(C)c1
368,Nc1nc(F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,c1(F)nc2n([C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3O)cnc2c(N)n1
369,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,c12c(cc(Cl)c(S(=O)(=O)N)c1)NCNS2(=O)=O
370,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,N(c1ccc(C[C@@H](C(=O)O)N)cc1)(CCCl)CCCl
371,CC1=CC[C@@H](C(C)(C)O)C[C@@H]1O,C1=C(C)[C@@H](O)C[C@H](C(C)(O)C)C1
372,c1ccc(C2(N3CCCCC3)CCCCC2)cc1,C1N(C2(c3ccccc3)CCCCC2)CCCC1
373,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,CC(C)(C)NCC(O)COc1cccc2c1SCCC2
374,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,C1(=O)C=C[C@@]2(C)C(=C1)CC[C@@H]1[C@]2(F)[C@@H](O)C[C@@]2(C)[C@H]1C[C@H](C)[C@]2(O)C(=O)CO
375,CC(C)[C@H]1CC[C@H](C(=O)N[C@H](Cc2ccccc2)C(=O)O)CC1,c1cc(C[C@@H](NC(=O)[C@H]2CC[C@H](C(C)C)CC2)C(O)=O)ccc1
376,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,c1(Cl)cc(O)c(C(Nc2c(C)cccc2C)=O)cc1S(=O)(N)=O
377,O=P1(N(CCCl)CCCl)NCCCO1,O1CCCNP1(=O)N(CCCl)CCCl
378,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,c1c(C)cc(CC(O)=O)c(Nc2c(Cl)cccc2F)c1
379,CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,n1ccc(NC(CCCN(CC)CCO)C)c2c1cc(Cl)cc2
380,N/N=c1/cc2c(n[nH]1)CCN(C(=O)c1ccccc1)C2,N/N=c1\[nH]nc2c(c1)CN(C(c1ccccc1)=O)CC2
381,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,C1(c2ccc(OC)c(OC3CCCC3)c2)CNC(=O)C1
382,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,C(C(O)(C1CCCCC1)c1ccccc1)CN1CCCC1
383,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,C1N2[C@@H]([C@H](c3ccnc4c3cc(OC)cc4)O)C[C@H](C1)[C@@H](C=C)C2
384,CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,c1cc(Cl)c(C2=NC(O)C(=O)N(C)c3ccc(Cl)cc32)cc1
385,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,C1N(CCCn2nc3n(cccc3)c2=O)CCN(c2cc(Cl)ccc2)C1
